timestamp,Storm ID,BASIN,Season,SEASON TC NUMBER,Latitude (degrees),Longitude (degrees),VMAX (kt),Peak VMAX (kt),ACE,Maximum 24h Intensification,Tropical SST,Local SST,Local Month Mean
2001-06-30 00:00:00,2001-N-6,WP,2001.0,6.0,8.3,140.6,25.0,80.0,0.828,30.0,27.83488,29.862574,29.38634
2001-01-27 18:00:00,2001-S-7,SI,2001.0,7.0,-15.4,128.0,25.0,50.0,0.19825,15.0,27.261488,29.869385,30.111237
2001-07-07 18:00:00,2001-N-7,WP,2001.0,7.0,12.8,130.3,25.0,40.0,0.16775,15.0,27.29966,29.183784,29.35298
2001-02-09 18:00:00,2001-S-8,SI,2001.0,8.0,-10.6,137.7,25.0,40.0,0.15225,10.0,27.493307,29.34518,29.232107
2001-07-21 00:00:00,2001-N-9,WP,2001.0,9.0,23.3,152.0,20.0,85.0,1.42225,15.0,27.29966,29.834795,29.13969
2001-07-22 12:00:00,2001-N-10,WP,2001.0,10.0,18.7,126.7,25.0,85.0,0.60725,50.0,27.29966,29.240635,29.42109
2001-02-18 18:00:00,2001-S-11,SP,2001.0,11.0,-18.9,196.4,25.0,45.0,0.18775,15.0,27.493307,28.294788,28.011244
2001-07-25 06:00:00,2001-N-11,WP,2001.0,11.0,14.3,134.7,20.0,100.0,1.09175,35.0,27.29966,29.253456,29.425133
2001-02-23 00:00:00,2001-S-12,SP,2001.0,12.0,-15.5,155.2,25.0,60.0,0.4305,20.0,27.493307,28.929676,28.868958
2001-07-31 06:00:00,2001-N-12,WP,2001.0,12.0,10.1,157.8,15.0,120.0,2.42425,35.0,27.29966,29.611168,28.996037
2001-02-25 06:00:00,2001-S-13,SP,2001.0,13.0,-10.5,162.8,20.0,105.0,1.55075,20.0,27.493307,29.902655,29.458763
2001-08-08 06:00:00,2001-N-13,WP,2001.0,13.0,16.8,117.5,25.0,40.0,0.115,10.0,26.958288,28.940039,28.941076
2001-02-28 18:00:00,2001-S-14,SP,2001.0,14.0,-19.3,223.2,25.0,40.0,0.219,5.0,27.493307,27.552458,27.851282
2001-08-13 06:00:00,2001-N-14,WP,2001.0,14.0,17.5,145.6,25.0,90.0,1.65775,20.0,26.958288,29.305737,29.431578
2001-03-07 18:00:00,2001-S-15,SI,2001.0,15.0,-14.8,41.0,25.0,90.0,0.8945,25.0,28.136507,29.365044,29.334389
2001-08-26 00:00:00,2001-N-16,WP,2001.0,16.0,15.6,139.1,20.0,130.0,2.1175,45.0,26.958288,29.413528,29.369509
2001-04-02 06:00:00,2001-S-17,SI,2001.0,17.0,-9.8,107.7,25.0,90.0,1.026,25.0,28.382416,28.401106,28.917847
2001-08-26 06:00:00,2001-N-17,WP,2001.0,17.0,17.7,161.6,15.0,45.0,0.22275,15.0,26.958288,29.069126,29.054646
2001-04-03 00:00:00,2001-S-18,SI,2001.0,18.0,-9.4,60.7,30.0,75.0,0.5895,25.0,28.382416,28.124062,28.918852
2001-08-27 06:00:00,2001-N-18,WP,2001.0,18.0,18.7,116.8,15.0,45.0,0.148,15.0,26.958288,29.153492,28.962862
2001-04-03 18:00:00,2001-S-19,SP,2001.0,19.0,-11.8,171.5,25.0,70.0,0.64775,20.0,28.382416,29.435875,29.251328
2001-09-03 00:00:00,2001-N-19,WP,2001.0,19.0,18.9,156.4,25.0,105.0,2.36425,25.0,27.080132,28.974892,29.21467
2001-04-16 00:00:00,2001-S-20,SI,2001.0,20.0,-8.3,135.4,25.0,65.0,0.5485,15.0,28.382416,28.87461,29.142118
2001-09-05 12:00:00,2001-N-20,WP,2001.0,20.0,23.7,124.0,20.0,100.0,2.469,30.0,27.080132,28.538807,28.371468
2001-09-16 00:00:00,2001-N-21,WP,2001.0,21.0,20.1,138.0,25.0,75.0,0.66475,25.0,27.080132,29.508135,29.18856
2001-09-17 06:00:00,2001-N-22,WP,2001.0,22.0,13.5,166.5,20.0,100.0,1.40575,20.0,27.080132,28.80309,29.032375
2001-09-21 18:00:00,2001-N-23,WP,2001.0,23.0,19.4,124.8,20.0,95.0,1.01,30.0,27.080132,29.244986,28.928448
2001-10-03 06:00:00,2001-N-24,WP,2001.0,24.0,13.4,146.4,25.0,105.0,1.4905,45.0,27.272104,29.289352,29.237686
2001-10-11 06:00:00,2001-N-25,WP,2001.0,25.0,16.1,131.7,25.0,90.0,1.13075,20.0,27.272104,29.436535,29.00047
2001-10-17 12:00:00,2001-N-26,WP,2001.0,26.0,4.5,157.6,20.0,140.0,3.703,35.0,27.272104,29.636751,29.553974
2001-11-05 06:00:00,2001-N-27,WP,2001.0,27.0,9.8,130.4,20.0,115.0,1.43,30.0,27.319458,29.087402,29.123688
2001-12-26 12:00:00,2001-N-32,WP,2001.0,32.0,1.4,106.5,25.0,65.0,0.2795,40.0,27.328579,27.776173,28.134323
2001-12-13 06:00:00,2001-N-33,WP,2001.0,33.0,4.2,162.0,20.0,155.0,3.28775,45.0,27.328579,29.389902,29.11006
2002-01-08 06:00:00,2002-N-1,WP,2002.0,1.0,6.7,140.5,20.0,50.0,0.25675,15.0,27.414782,28.369684,28.625643
2001-10-24 18:00:00,2002-S-2,SI,2002.0,2.0,-7.0,97.5,25.0,55.0,0.52025,20.0,27.272104,27.902258,27.65248
2002-02-26 06:00:00,2002-N-2,WP,2002.0,2.0,6.1,156.3,25.0,140.0,3.15375,30.0,27.625134,28.63233,28.595613
2001-11-25 00:00:00,2002-S-5,SI,2002.0,5.0,-6.5,95.3,25.0,75.0,0.9965,20.0,27.319458,27.958755,28.1271
2002-05-13 06:00:00,2002-N-5,WP,2002.0,5.0,3.0,150.2,25.0,140.0,1.7525,50.0,28.501507,30.03608,29.60518
2001-12-28 12:00:00,2002-S-7,SP,2002.0,7.0,-10.4,184.9,25.0,100.0,0.96225,35.0,27.328579,28.796343,29.314009
2002-06-03 12:00:00,2002-N-7,WP,2002.0,7.0,20.2,112.4,20.0,85.0,0.65,40.0,28.072876,28.544699,28.468046
2001-12-30 00:00:00,2002-S-8,SI,2002.0,8.0,-19.3,35.8,25.0,50.0,0.224,20.0,27.328579,28.217178,27.933994
2002-06-27 06:00:00,2002-N-8,WP,2002.0,8.0,3.9,155.3,20.0,130.0,3.4095,30.0,28.072876,29.579775,29.486649
2002-01-03 00:00:00,2002-S-9,SI,2002.0,9.0,-14.4,139.0,30.0,45.0,0.10525,15.0,27.414782,29.86187,30.169333
2002-06-26 12:00:00,2002-N-9,WP,2002.0,9.0,9.6,139.2,15.0,110.0,1.71675,30.0,28.072876,29.435314,29.355488
2002-01-16 12:00:00,2002-S-10,SI,2002.0,10.0,-6.8,77.9,25.0,130.0,3.2235,40.0,27.414782,28.819277,28.453753
2002-07-05 12:00:00,2002-N-10,WP,2002.0,10.0,11.3,160.3,20.0,135.0,2.65925,35.0,27.475483,28.664568,28.816936
2002-01-23 06:00:00,2002-S-11,SI,2002.0,11.0,-11.7,89.5,25.0,75.0,0.52825,20.0,27.414782,28.383005,27.924461
2002-07-08 00:00:00,2002-N-11,WP,2002.0,11.0,21.6,117.5,20.0,40.0,0.279,15.0,27.475483,29.168785,28.791294
2002-01-31 12:00:00,2002-S-12,SI,2002.0,12.0,-12.2,89.7,20.0,115.0,2.5335,30.0,27.414782,28.262009,27.826979
2002-07-14 00:00:00,2002-N-12,WP,2002.0,12.0,11.2,171.0,20.0,145.0,6.15825,55.0,27.475483,28.441572,28.394686
2002-02-02 18:00:00,2002-S-13,SI,2002.0,13.0,-14.8,121.4,25.0,125.0,1.145,40.0,27.625134,28.895779,29.304155
2002-02-10 18:00:00,2002-S-14,SP,2002.0,14.0,-18.7,156.0,25.0,75.0,0.402,35.0,27.625134,28.789692,28.100412
2002-07-20 00:00:00,2002-N-14,WP,2002.0,14.0,23.9,143.7,25.0,65.0,0.72525,15.0,27.475483,29.024223,29.05618
2002-02-14 12:00:00,2002-S-15,SI,2002.0,15.0,-17.0,50.7,25.0,120.0,2.26175,50.0,27.625134,28.519638,28.573689
2002-08-02 00:00:00,2002-N-16,WP,2002.0,16.0,18.8,119.1,25.0,50.0,0.20725,15.0,27.184275,28.788488,29.01858
2002-03-04 18:00:00,2002-S-17,SP,2002.0,17.0,-19.0,157.5,25.0,50.0,0.158,15.0,28.184916,27.648504,27.784124
2002-03-05 00:00:00,2002-S-18,SI,2002.0,18.0,-10.1,66.6,25.0,140.0,3.1405,50.0,28.184916,29.000164,28.881618
2002-08-10 06:00:00,2002-N-19,WP,2002.0,19.0,9.1,162.7,20.0,135.0,2.991,40.0,27.184275,28.952358,29.169746
2002-03-22 12:00:00,2002-S-20,SI,2002.0,20.0,-8.2,81.4,25.0,110.0,1.02925,35.0,28.184916,29.330923,28.843683
2002-08-14 12:00:00,2002-N-20,WP,2002.0,20.0,14.4,115.2,20.0,55.0,0.23775,20.0,27.184275,28.128633,28.661459
2002-04-05 18:00:00,2002-S-21,SI,2002.0,21.0,-10.3,102.6,25.0,105.0,1.05275,25.0,28.51725,28.84915,28.909998
2002-08-22 00:00:00,2002-N-21,WP,2002.0,21.0,14.2,164.0,20.0,115.0,2.49675,30.0,27.184275,28.332792,28.934637
2002-04-09 06:00:00,2002-S-22,SI,2002.0,22.0,-7.8,129.2,25.0,50.0,0.383,15.0,28.51725,29.68093,29.206264
2002-08-28 06:00:00,2002-N-22,WP,2002.0,22.0,16.4,155.7,20.0,110.0,2.95025,40.0,27.184275,28.546055,29.216642
2002-05-02 06:00:00,2002-S-23,SI,2002.0,23.0,-7.3,62.0,25.0,65.0,0.80175,20.0,28.501507,27.750748,28.712688
2002-09-08 18:00:00,2002-N-23,WP,2002.0,23.0,19.7,121.3,15.0,45.0,0.13475,20.0,27.278194,28.90205,28.83281
2002-05-09 06:00:00,2002-S-24,SI,2002.0,24.0,-6.6,97.4,30.0,45.0,0.284,15.0,28.501507,29.182041,29.213907
2002-09-21 00:00:00,2002-N-24,WP,2002.0,24.0,13.4,113.5,15.0,55.0,0.3015,20.0,27.278194,27.835884,28.688948
2002-09-25 00:00:00,2002-N-25,WP,2002.0,25.0,14.7,162.5,15.0,135.0,2.04,45.0,27.278194,28.947369,29.15067
2002-10-07 12:00:00,2002-N-26,WP,2002.0,26.0,9.8,163.2,15.0,70.0,0.58375,20.0,27.51968,29.138723,29.19575
2002-10-25 00:00:00,2002-N-29,WP,2002.0,29.0,16.5,168.8,15.0,75.0,0.41,25.0,27.51968,28.379673,28.724913
2002-11-19 00:00:00,2002-N-30,WP,2002.0,30.0,9.1,155.3,25.0,95.0,0.85275,20.0,27.807629,28.822815,29.105013
2002-12-01 06:00:00,2002-N-31,WP,2002.0,31.0,5.2,166.1,15.0,130.0,2.52175,25.0,27.934792,28.458633,28.901443
2003-01-11 06:00:00,2003-N-1,WP,2003.0,1.0,1.9,180.2,15.0,50.0,0.3835,15.0,27.830145,29.260948,28.163725
2002-11-03 06:00:00,2003-S-2,SI,2003.0,2.0,-6.6,69.6,15.0,45.0,0.36275,15.0,27.807629,28.707188,28.411797
2003-04-08 06:00:00,2003-N-2,WP,2003.0,2.0,2.6,158.8,15.0,135.0,4.6585,35.0,28.522078,29.467016,29.210676
2002-11-14 18:00:00,2003-S-3,SI,2003.0,3.0,-6.3,77.7,25.0,75.0,1.16575,20.0,27.807629,28.749006,28.346054
2003-05-18 00:00:00,2003-N-4,WP,2003.0,4.0,4.0,147.9,15.0,115.0,1.86025,40.0,28.217314,29.567724,29.554386
2002-12-22 06:00:00,2003-S-5,SI,2003.0,5.0,-7.9,69.1,25.0,90.0,1.1475,20.0,27.934792,28.604029,28.627281
2003-05-24 06:00:00,2003-N-5,WP,2003.0,5.0,15.5,118.7,20.0,55.0,0.44925,20.0,28.217314,30.00502,29.762102
2002-12-24 12:00:00,2003-S-6,SP,2003.0,6.0,-9.0,181.7,15.0,155.0,2.71125,65.0,27.934792,29.948725,29.50825
2003-05-31 00:00:00,2003-N-6,WP,2003.0,6.0,17.1,117.2,15.0,45.0,0.212,15.0,28.217314,29.576994,29.313799
2003-06-07 00:00:00,2003-N-7,WP,2003.0,7.0,8.2,155.8,15.0,115.0,1.37,40.0,27.860363,28.85129,29.048407
2002-12-30 12:00:00,2003-S-8,SI,2003.0,8.0,-16.4,43.1,30.0,55.0,0.34625,20.0,27.934792,29.000074,28.919563
2003-07-14 12:00:00,2003-N-8,WP,2003.0,8.0,10.5,136.9,15.0,65.0,0.703,20.0,27.462225,29.015728,29.230854
2003-01-06 12:00:00,2003-S-9,SI,2003.0,9.0,-9.5,71.8,25.0,65.0,0.52425,15.0,27.830145,28.737617,28.641378
2003-07-15 00:00:00,2003-N-9,WP,2003.0,9.0,3.6,150.0,15.0,130.0,2.53525,40.0,27.462225,29.50506,29.342705
2003-01-10 12:00:00,2003-S-10,SP,2003.0,10.0,-9.5,182.4,15.0,110.0,1.078,30.0,27.830145,29.668018,29.37048
2003-07-30 18:00:00,2003-N-10,WP,2003.0,10.0,11.8,130.4,20.0,65.0,0.39575,20.0,27.462225,29.013077,29.293337
2003-01-21 00:00:00,2003-S-11,SI,2003.0,11.0,-11.2,81.0,20.0,55.0,0.4135,20.0,27.830145,29.021748,28.355915
2003-07-31 06:00:00,2003-N-11,WP,2003.0,11.0,8.6,150.1,15.0,110.0,1.78825,25.0,27.462225,29.115337,29.203629
2003-01-24 12:00:00,2003-S-12,SP,2003.0,12.0,-12.9,162.0,20.0,125.0,1.6335,45.0,27.830145,29.34099,29.250574
2003-08-14 00:00:00,2003-N-12,WP,2003.0,12.0,7.0,155.4,20.0,90.0,1.4145,25.0,27.224255,29.625229,29.339094
2003-02-03 06:00:00,2003-S-14,SI,2003.0,14.0,-11.7,115.3,25.0,110.0,1.88225,25.0,27.989332,29.661572,28.897152
2003-08-27 12:00:00,2003-N-14,WP,2003.0,14.0,19.6,139.0,25.0,125.0,1.682,35.0,27.224255,30.045576,29.373356
2003-02-04 18:00:00,2003-S-15,SP,2003.0,15.0,-10.2,197.1,20.0,130.0,1.97975,45.0,27.989332,29.606443,29.092188
2003-09-04 06:00:00,2003-N-15,WP,2003.0,15.0,9.6,150.9,20.0,150.0,3.0925,55.0,27.281223,29.328344,29.383635
2003-02-07 18:00:00,2003-S-16,SI,2003.0,16.0,-14.9,55.9,25.0,105.0,1.234,30.0,27.989332,28.71045,28.495596
2003-09-17 06:00:00,2003-N-16,WP,2003.0,16.0,19.4,130.4,15.0,100.0,1.06425,30.0,27.281223,28.890188,29.031723
2003-02-09 06:00:00,2003-S-17,SI,2003.0,17.0,-12.0,65.9,25.0,90.0,0.90725,35.0,27.989332,28.711123,28.521511
2003-09-23 18:00:00,2003-N-17,WP,2003.0,17.0,14.5,139.6,25.0,90.0,0.75975,30.0,27.281223,29.662714,29.340496
2003-02-03 18:00:00,2003-S-18,SI,2003.0,18.0,-9.8,99.2,15.0,45.0,0.39275,10.0,27.989332,28.670422,28.559132
2003-02-24 12:00:00,2003-S-19,SI,2003.0,19.0,-21.4,42.3,20.0,115.0,1.5715,40.0,27.989332,29.300674,29.115091
2003-02-24 12:00:00,2003-S-20,SI,2003.0,20.0,-17.3,118.5,25.0,40.0,0.16075,10.0,27.989332,29.409492,29.21933
2003-10-18 12:00:00,2003-N-20,WP,2003.0,20.0,14.7,130.3,25.0,125.0,2.526,50.0,27.61495,29.005508,29.06731
2003-10-18 06:00:00,2003-N-21,WP,2003.0,21.0,16.8,146.7,15.0,130.0,3.4845,45.0,27.61495,29.464624,29.15798
2003-03-04 00:00:00,2003-S-22,SP,2003.0,22.0,-20.1,152.4,20.0,130.0,1.619,65.0,28.35709,27.97243,27.673563
2003-03-03 18:00:00,2003-S-23,SI,2003.0,23.0,-10.7,78.4,15.0,140.0,3.5005,55.0,28.35709,28.693169,28.806227
2003-10-28 18:00:00,2003-N-24,WP,2003.0,24.0,11.4,133.1,15.0,75.0,0.60325,30.0,27.61495,29.184057,29.208685
2003-03-08 18:00:00,2003-S-25,SP,2003.0,25.0,-14.0,171.6,15.0,110.0,0.873,35.0,28.35709,29.294727,29.197039
2003-11-11 12:00:00,2003-N-25,WP,2003.0,25.0,10.7,141.2,15.0,75.0,1.02425,20.0,27.738749,29.335886,29.1666
2003-03-29 06:00:00,2003-S-26,SI,2003.0,26.0,-7.0,130.6,15.0,140.0,2.61,50.0,28.35709,29.129728,29.007874
2003-11-14 12:00:00,2003-N-26,WP,2003.0,26.0,12.8,172.3,20.0,145.0,4.8535,25.0,27.738749,28.306221,28.256802
2003-04-13 00:00:00,2003-S-27,SP,2003.0,27.0,-13.5,180.4,20.0,45.0,0.1075,10.0,28.522078,29.415855,29.11626
2003-05-02 00:00:00,2003-S-28,SI,2003.0,28.0,-11.0,65.7,25.0,75.0,0.78725,20.0,28.217314,28.018435,27.9352
2003-06-04 00:00:00,2003-S-29,SP,2003.0,29.0,-10.0,171.7,25.0,90.0,0.78225,25.0,27.860363,29.08729,28.864458
2003-09-29 06:00:00,2004-S-1,SI,2004.0,1.0,-4.4,63.4,30.0,45.0,0.2785,10.0,27.281223,28.125698,28.038404
2004-02-10 18:00:00,2004-N-1,WP,2004.0,1.0,7.8,148.0,15.0,40.0,0.25425,10.0,27.893148,28.453075,28.309284
2003-11-08 12:00:00,2004-S-2,SI,2004.0,2.0,-4.9,79.4,25.0,100.0,1.40425,35.0,27.738749,28.407425,28.413347
2003-12-04 00:00:00,2004-S-3,SI,2004.0,3.0,-9.3,64.6,15.0,65.0,1.345,30.0,27.706684,28.225914,28.393698
2004-04-02 00:00:00,2004-N-3,WP,2004.0,3.0,6.9,153.6,25.0,130.0,4.5415,25.0,28.534075,29.35126,28.836464
2003-12-06 12:00:00,2004-S-4,SI,2004.0,4.0,-7.5,93.6,15.0,80.0,0.93575,25.0,27.706684,27.82829,28.241863
2004-05-13 00:00:00,2004-N-4,WP,2004.0,4.0,7.3,131.8,15.0,140.0,3.0405,40.0,28.197632,28.652205,29.32062
2003-12-17 00:00:00,2004-S-5,SI,2004.0,5.0,-9.3,137.4,20.0,65.0,0.34625,20.0,27.706684,29.443247,29.584265
2003-12-23 18:00:00,2004-S-6,SI,2004.0,6.0,-6.5,66.9,15.0,55.0,0.68175,15.0,27.706684,28.49682,28.64487
2004-05-15 00:00:00,2004-N-6,WP,2004.0,6.0,5.2,147.5,20.0,60.0,0.57975,15.0,28.197632,29.48984,29.432247
2003-12-29 12:00:00,2004-S-7,SP,2004.0,7.0,-14.3,180.0,20.0,140.0,2.39925,55.0,27.706684,28.541044,28.768576
2004-06-04 06:00:00,2004-N-7,WP,2004.0,7.0,15.7,116.6,15.0,100.0,1.216,25.0,27.686064,28.827978,29.486286
2004-06-05 12:00:00,2004-N-8,WP,2004.0,8.0,6.7,141.7,25.0,75.0,0.4995,20.0,27.686064,28.901562,29.441313
2004-01-25 06:00:00,2004-S-9,SI,2004.0,9.0,-16.6,43.1,15.0,65.0,0.722,20.0,27.754023,29.62239,29.047132
2004-06-11 18:00:00,2004-N-9,WP,2004.0,9.0,6.4,140.0,15.0,155.0,3.81275,75.0,27.686064,28.828463,29.463202
2004-01-26 00:00:00,2004-S-10,SI,2004.0,10.0,-11.7,63.2,15.0,125.0,3.766,35.0,27.754023,28.569231,28.396976
2004-06-21 18:00:00,2004-N-10,WP,2004.0,10.0,13.0,147.3,15.0,125.0,2.38625,40.0,27.686064,29.122465,29.038383
2004-01-28 00:00:00,2004-S-11,SI,2004.0,11.0,-6.0,89.5,25.0,45.0,0.28875,10.0,27.754023,29.302628,28.474546
2004-06-24 18:00:00,2004-N-11,WP,2004.0,11.0,11.6,153.8,20.0,80.0,1.1235,20.0,27.686064,28.999771,28.83996
2004-07-12 06:00:00,2004-N-12,WP,2004.0,12.0,20.0,133.3,15.0,45.0,0.222,15.0,27.251701,29.37808,29.462248
2004-02-21 00:00:00,2004-S-13,SP,2004.0,13.0,-15.4,172.2,20.0,105.0,1.89525,30.0,27.893148,28.785175,29.051702
2004-07-24 06:00:00,2004-N-13,WP,2004.0,13.0,20.1,150.8,20.0,115.0,1.6205,55.0,27.251701,29.092033,29.396986
2004-02-26 18:00:00,2004-S-14,SI,2004.0,14.0,-19.7,120.9,15.0,110.0,1.106,35.0,27.893148,29.153782,29.682291
2004-08-02 18:00:00,2004-N-14,WP,2004.0,14.0,15.8,165.8,20.0,90.0,0.7245,45.0,27.074097,28.630512,28.867567
2004-03-01 06:00:00,2004-S-16,SI,2004.0,16.0,-11.6,72.2,20.0,140.0,2.438,50.0,28.17586,28.891462,28.910826
2004-08-07 00:00:00,2004-N-16,WP,2004.0,16.0,14.8,130.2,25.0,90.0,0.9675,20.0,27.074097,28.468683,29.183361
2004-03-07 12:00:00,2004-S-17,SI,2004.0,17.0,-13.1,89.1,15.0,65.0,0.578,20.0,28.17586,28.233564,28.057306
2004-03-15 00:00:00,2004-S-18,SI,2004.0,18.0,-10.7,133.5,20.0,120.0,3.6195,30.0,28.17586,29.514067,29.341906
2004-08-13 18:00:00,2004-N-18,WP,2004.0,18.0,14.5,144.1,25.0,65.0,0.49525,20.0,27.074097,28.650127,29.35561
2004-08-17 00:00:00,2004-N-19,WP,2004.0,19.0,9.3,172.3,15.0,155.0,6.08375,50.0,27.074097,28.635574,28.841991
2004-03-21 00:00:00,2004-S-20,SI,2004.0,20.0,-12.5,103.4,15.0,115.0,1.108,45.0,28.17586,28.113548,28.642916
2004-08-17 18:00:00,2004-N-20,WP,2004.0,20.0,9.4,146.5,20.0,90.0,1.20075,15.0,27.074097,28.836655,29.22382
2004-08-26 00:00:00,2004-N-22,WP,2004.0,22.0,10.8,170.9,20.0,125.0,4.5485,35.0,27.074097,28.432446,28.747124
2004-05-04 00:00:00,2004-S-23,SI,2004.0,23.0,-7.6,84.1,20.0,65.0,0.51925,35.0,28.197632,28.571701,28.553913
2004-09-04 00:00:00,2004-N-23,WP,2004.0,23.0,14.9,153.5,20.0,60.0,0.361,25.0,27.305605,29.155483,29.35134
2004-09-18 12:00:00,2004-N-25,WP,2004.0,25.0,12.9,153.4,15.0,125.0,2.922,35.0,27.305605,29.193117,29.356775
2004-10-01 06:00:00,2004-N-26,WP,2004.0,26.0,14.3,138.6,15.0,140.0,1.93725,50.0,27.50515,28.741465,29.19853
2004-10-10 06:00:00,2004-N-27,WP,2004.0,27.0,7.2,157.0,15.0,125.0,2.673,30.0,27.50515,29.441025,29.449707
2004-10-13 18:00:00,2004-N-28,WP,2004.0,28.0,8.5,163.5,20.0,110.0,3.232,20.0,27.50515,29.382622,29.303946
2004-11-13 18:00:00,2004-N-29,WP,2004.0,29.0,11.1,133.5,20.0,115.0,2.16675,40.0,27.778095,28.87458,29.096783
2004-11-28 00:00:00,2004-N-30,WP,2004.0,30.0,5.4,153.1,20.0,130.0,1.79225,40.0,27.778095,29.622446,29.493502
2004-12-09 00:00:00,2004-N-31,WP,2004.0,31.0,6.1,177.2,20.0,50.0,0.6135,15.0,27.807655,29.215681,28.59893
2004-12-16 18:00:00,2004-N-32,WP,2004.0,32.0,10.1,154.3,15.0,55.0,0.346,20.0,27.807655,28.616016,28.4524
2004-08-31 06:00:00,2005-S-1,SI,2005.0,1.0,-3.8,88.0,25.0,55.0,0.25,20.0,27.074097,28.613596,28.68543
2005-01-13 00:00:00,2005-N-1,WP,2005.0,1.0,5.2,153.1,15.0,65.0,0.45425,20.0,27.830597,28.96622,28.876633
2005-03-12 00:00:00,2005-N-2,WP,2005.0,2.0,6.2,152.8,15.0,80.0,0.57375,25.0,28.35655,28.624283,28.728094
2004-11-07 06:00:00,2005-S-3,SI,2005.0,3.0,-6.8,82.7,25.0,65.0,0.59175,30.0,27.778095,27.970991,28.231123
2005-04-16 18:00:00,2005-N-3,WP,2005.0,3.0,6.9,150.8,15.0,115.0,1.5885,45.0,28.622177,28.806757,28.864662
2004-11-19 18:00:00,2005-S-4,SI,2005.0,4.0,-7.4,77.8,15.0,140.0,2.68625,55.0,27.778095,27.897444,28.24745
2005-05-27 12:00:00,2005-N-4,WP,2005.0,4.0,5.7,156.3,15.0,125.0,3.595,45.0,28.531479,29.414724,29.222782
2005-07-10 12:00:00,2005-N-5,WP,2005.0,5.0,21.9,154.9,15.0,140.0,2.79425,35.0,27.435352,29.489325,29.099226
2004-12-21 12:00:00,2005-S-6,SI,2005.0,6.0,-5.9,94.6,15.0,105.0,1.34525,35.0,27.807655,28.607826,28.484804
2005-07-18 00:00:00,2005-N-6,WP,2005.0,6.0,21.4,167.6,15.0,55.0,0.2945,20.0,27.435352,28.52647,28.385588
2004-12-30 06:00:00,2005-S-7,SI,2005.0,7.0,-13.6,120.5,15.0,50.0,0.21075,15.0,27.807655,29.925728,29.56325
2005-07-21 12:00:00,2005-N-7,WP,2005.0,7.0,14.6,137.2,25.0,60.0,0.513,15.0,27.435352,29.489326,29.447445
2005-01-04 00:00:00,2005-S-8,SP,2005.0,8.0,-10.3,175.1,15.0,90.0,1.2465,30.0,27.830597,29.887016,29.427517
2005-07-28 18:00:00,2005-N-8,WP,2005.0,8.0,18.4,112.6,25.0,45.0,0.1685,10.0,27.435352,28.870707,28.903845
2005-01-06 18:00:00,2005-S-9,SI,2005.0,9.0,-10.3,98.7,15.0,45.0,0.149,15.0,27.830597,28.35614,28.291922
2005-07-29 18:00:00,2005-N-9,WP,2005.0,9.0,9.1,140.8,15.0,90.0,1.1955,20.0,27.435352,29.26459,29.231283
2005-08-09 18:00:00,2005-N-10,WP,2005.0,10.0,13.4,131.4,15.0,65.0,0.312,15.0,27.219275,28.807734,29.158405
2005-01-15 06:00:00,2005-S-11,SI,2005.0,11.0,-6.4,89.1,20.0,45.0,0.26675,10.0,27.830597,29.073036,28.448448
2005-08-18 00:00:00,2005-N-11,WP,2005.0,11.0,20.4,143.9,15.0,125.0,2.4825,60.0,27.219275,29.25075,29.373787
2005-01-16 12:00:00,2005-S-12,SI,2005.0,12.0,-8.8,60.8,15.0,100.0,1.1305,25.0,27.830597,28.7554,28.35065
2005-08-17 06:00:00,2005-N-12,WP,2005.0,12.0,21.5,156.0,15.0,65.0,0.578,15.0,27.219275,29.373634,29.068722
2005-08-24 18:00:00,2005-N-13,WP,2005.0,13.0,14.2,147.7,15.0,130.0,1.9965,40.0,27.219275,29.507002,29.327778
2005-02-01 18:00:00,2005-S-14,SI,2005.0,14.0,-19.0,64.3,15.0,60.0,0.19775,25.0,27.949255,28.172983,27.546762
2005-08-28 18:00:00,2005-N-14,WP,2005.0,14.0,15.1,154.8,15.0,140.0,3.6855,35.0,27.219275,29.509995,29.213919
2005-02-02 18:00:00,2005-S-15,SP,2005.0,15.0,-15.1,192.7,20.0,125.0,1.4105,45.0,27.949255,28.946484,28.781866
2005-09-05 06:00:00,2005-N-15,WP,2005.0,15.0,8.2,140.7,25.0,115.0,1.45425,20.0,27.205221,29.173752,29.250486
2005-02-05 00:00:00,2005-S-16,SI,2005.0,16.0,-12.8,140.0,15.0,50.0,0.1605,15.0,27.949255,30.064665,29.491646
2005-09-14 06:00:00,2005-N-16,WP,2005.0,16.0,14.7,119.6,15.0,50.0,0.19075,15.0,27.205221,28.904697,28.924593
2005-09-20 06:00:00,2005-N-17,WP,2005.0,17.0,15.1,125.0,25.0,90.0,0.96075,30.0,27.205221,29.119217,29.145454
2005-02-11 06:00:00,2005-S-18,SP,2005.0,18.0,-12.6,190.2,15.0,125.0,1.2235,75.0,27.949255,29.311302,29.068802
2005-09-19 00:00:00,2005-N-18,WP,2005.0,18.0,19.9,155.9,15.0,100.0,1.34925,25.0,27.205221,29.368176,29.172443
2005-02-13 00:00:00,2005-S-19,SP,2005.0,19.0,-9.3,181.7,25.0,145.0,3.22675,65.0,27.949255,29.572853,29.3746
2005-09-25 00:00:00,2005-N-19,WP,2005.0,19.0,18.7,146.1,15.0,125.0,3.07725,40.0,27.205221,29.153994,29.37051
