,Basin,No. of Cycl,Time,V5,V6,Lat,Lon,Speed(knots),lat_tenth,lon_tenth,diff,total_1,total_2,sst_1,sst_2_past_1_month
0,SP,14,1982-01-25 18:00:00, BEST,0, 180S, 1541E,25,18.0,154.1,29974 days 18:00:00,719394.0,718674.0,302.80653408054553,302.74351628246933
1,SP,14,1982-01-26 00:00:00, BEST,0, 191S, 1548E,25,19.1,154.8,29975 days 00:00:00,719400.0,718680.0,302.7529475175556,302.74951797752425
2,SP,14,1982-01-26 06:00:00, BEST,0, 197S, 1557E,25,19.7,155.7,29975 days 06:00:00,719406.0,718686.0,302.9921579347428,302.9934440122546
3,SP,14,1982-01-26 12:00:00, BEST,0, 199S, 1567E,30,19.9,156.7,29975 days 12:00:00,719412.0,718692.0,302.75680575009085,302.7945306904358
4,SP,14,1982-01-26 18:00:00, BEST,0, 201S, 1578E,35,20.1,157.8,29975 days 18:00:00,719418.0,718698.0,302.88284134624325,302.756377057587
5,SP,14,1982-01-27 00:00:00, BEST,0, 204S, 1586E,40,20.4,158.6,29976 days 00:00:00,719424.0,718704.0,302.90041773890397,302.71050695966755
6,SP,14,1982-01-27 06:00:00, BEST,0, 207S, 1591E,40,20.7,159.1,29976 days 06:00:00,719430.0,718710.0,302.9441443743038,302.80010369298674
7,SP,14,1982-01-27 12:00:00, BEST,0, 210S, 1595E,40,21.0,159.5,29976 days 12:00:00,719436.0,718716.0,302.932569676698,302.8228243956945
8,SP,14,1982-01-27 18:00:00, BEST,0, 212S, 1596E,40,21.2,159.6,29976 days 18:00:00,719442.0,718722.0,302.932569676698,302.8228243956945
9,SP,14,1982-01-28 00:00:00, BEST,0, 215S, 1595E,40,21.5,159.5,29977 days 00:00:00,719448.0,718728.0,302.932569676698,302.8228243956945
10,SP,14,1982-01-28 06:00:00, BEST,0, 218S, 1594E,40,21.8,159.4,29977 days 06:00:00,719454.0,718734.0,302.932569676698,302.8228243956945
11,SP,14,1982-01-28 12:00:00, BEST,0, 220S, 1592E,40,22.0,159.2,29977 days 12:00:00,719460.0,718740.0,302.937713986745,302.8288260907494
12,SP,14,1982-01-28 18:00:00, BEST,0, 220S, 1589E,40,22.0,158.9,29977 days 18:00:00,719466.0,718746.0,302.9441443743038,302.80010369298674
13,SP,14,1982-01-29 00:00:00, BEST,0, 219S, 1581E,40,21.9,158.1,29978 days 00:00:00,719472.0,718752.0,302.87984049871585,302.7203668872577
14,SP,14,1982-01-29 06:00:00, BEST,0, 217S, 1573E,35,21.7,157.3,29978 days 06:00:00,719478.0,718758.0,302.79495938293974,302.7769542977751
15,SP,14,1982-01-29 12:00:00, BEST,0, 209S, 1569E,35,20.9,156.9,29978 days 12:00:00,719484.0,718764.0,302.7598065976183,302.77781168278295
16,SP,14,1982-01-29 18:00:00, BEST,0, 201S, 1567E,40,20.1,156.7,29978 days 18:00:00,719490.0,718770.0,302.75680575009085,302.7945306904358
17,SP,14,1982-01-30 00:00:00, BEST,0, 199S, 1567E,40,19.9,156.7,29979 days 00:00:00,719496.0,718776.0,302.75680575009085,302.7945306904358
18,SP,14,1982-01-30 06:00:00, BEST,0, 197S, 1568E,40,19.7,156.8,29979 days 06:00:00,719502.0,718782.0,302.75680575009085,302.7945306904358
19,SP,14,1982-01-30 12:00:00, BEST,0, 192S, 1567E,40,19.2,156.7,29979 days 12:00:00,719508.0,718788.0,302.75680575009085,302.7945306904358
20,SP,14,1982-01-30 18:00:00, BEST,0, 186S, 1567E,40,18.6,156.7,29979 days 18:00:00,719514.0,718794.0,302.75680575009085,302.7945306904358
21,SP,14,1982-01-31 00:00:00, BEST,0, 181S, 1568E,35,18.1,156.8,29980 days 00:00:00,719520.0,718800.0,302.75680575009085,302.7945306904358
22,SP,14,1982-01-31 06:00:00, BEST,0, 175S, 1571E,35,17.5,157.1,29980 days 06:00:00,719526.0,718806.0,302.7598065976183,302.77781168278295
23,SP,14,1982-01-31 12:00:00, BEST,0, 172S, 1576E,40,17.2,157.6,29980 days 12:00:00,719532.0,718812.0,302.8399720958513,302.76709437018496
24,SP,14,1982-01-31 18:00:00, BEST,0, 172S, 1583E,45,17.2,158.3,29980 days 18:00:00,719538.0,718818.0,302.89827427638437,302.7173660397302
25,SP,14,1982-02-01 00:00:00, BEST,0, 171S, 1590E,45,17.1,159.0,29981 days 00:00:00,719544.0,718824.0,302.9441443743038,302.80010369298674
26,SP,14,1982-02-01 06:00:00, BEST,0, 172S, 1597E,50,17.2,159.7,29981 days 06:00:00,719550.0,718830.0,302.90899158898236,302.77009521771237
27,SP,14,1982-02-01 12:00:00, BEST,0, 175S, 1605E,50,17.5,160.5,29981 days 12:00:00,719556.0,718836.0,302.85369025597674,302.5707532033897
28,SP,14,1982-02-01 18:00:00, BEST,0, 180S, 1612E,55,18.0,161.2,29981 days 18:00:00,719562.0,718842.0,303.0088769423957,302.6899297194794
29,SP,14,1982-02-02 00:00:00, BEST,0, 186S, 1616E,55,18.6,161.6,29982 days 00:00:00,719568.0,718848.0,303.02559595004857,302.6899297194794
30,SP,14,1982-02-02 06:00:00, BEST,0, 192S, 1618E,50,19.2,161.8,29982 days 06:00:00,719574.0,718854.0,303.0105917124114,302.6479178540952
31,SP,14,1982-02-02 12:00:00, BEST,0, 198S, 1620E,55,19.8,162.0,29982 days 12:00:00,719580.0,718860.0,302.96472161449196,302.57761228345237
32,SP,14,1982-02-02 18:00:00, BEST,0, 205S, 1622E,60,20.5,162.2,29982 days 18:00:00,719586.0,718866.0,302.8944160438491,302.47901300755086
33,SP,14,1982-02-03 00:00:00, BEST,0, 214S, 1623E,65,21.4,162.3,29983 days 00:00:00,719592.0,718872.0,302.8944160438491,302.47901300755086
34,SP,14,1982-02-03 06:00:00, BEST,0, 223S, 1623E,65,22.3,162.3,29983 days 06:00:00,719598.0,718878.0,302.8944160438491,302.47901300755086
35,SP,14,1982-02-03 12:00:00, BEST,0, 231S, 1625E,65,23.1,162.5,29983 days 12:00:00,719604.0,718884.0,302.8485459459297,302.3958466617904
36,SP,14,1982-02-03 18:00:00, BEST,0, 238S, 1628E,60,23.8,162.8,29983 days 18:00:00,719610.0,718890.0,302.85369025597674,302.3804137316493
37,SP,14,1982-02-04 00:00:00, BEST,0, 246S, 1632E,50,24.6,163.2,29984 days 00:00:00,719616.0,718896.0,302.8759822661806,302.3889875817277
38,SP,14,1982-02-04 06:00:00, BEST,0, 254S, 1638E,45,25.4,163.8,29984 days 06:00:00,719622.0,718902.0,302.73537112489487,302.27109714314975
39,SP,14,1982-02-04 12:00:00, BEST,0, 258S, 1646E,45,25.8,164.6,29984 days 12:00:00,719628.0,718908.0,302.60076167866407,302.2329435103009
40,SP,14,1982-02-04 18:00:00, BEST,0, 258S, 1655E,40,25.8,165.5,29984 days 18:00:00,719634.0,718914.0,303.09847367571496,302.7748108352555
41,SP,14,1982-02-05 00:00:00, BEST,0, 258S, 1665E,40,25.8,166.5,29985 days 00:00:00,719640.0,718920.0,302.777382990279,302.4751547750156
42,SP,14,1982-02-05 06:00:00, BEST,0, 256S, 1675E,35,25.6,167.5,29985 days 06:00:00,719646.0,718926.0,302.73922935743013,302.6479178540952
43,SP,14,1982-02-05 12:00:00, BEST,0, 252S, 1687E,35,25.2,168.7,29985 days 12:00:00,719652.0,718932.0,302.6522047791344,302.65177608663055
44,SP,14,1982-02-05 18:00:00, BEST,0, 249S, 1700E,30,24.9,170.0,29985 days 18:00:00,719658.0,718938.0,302.47472608251167,302.6946453370225
45,SP,14,1982-02-06 00:00:00, BEST,0, 247S, 1711E,30,24.7,171.1,29986 days 00:00:00,719664.0,718944.0,302.06060912372516,302.4850147026057
46,SP,14,1982-02-06 06:00:00, BEST,0, 247S, 1722E,25,24.7,172.2,29986 days 06:00:00,719670.0,718950.0,301.6503503974739,302.2389452053558
47,SP,15,1982-01-25 18:00:00, BEST,0, 169S, 1732E,25,16.9,173.2,29974 days 18:00:00,719394.0,718674.0,301.6023368370349,302.15277801206787
48,SP,15,1982-01-26 00:00:00, BEST,0, 171S, 1732E,25,17.1,173.2,29975 days 00:00:00,719400.0,718680.0,301.6023368370349,302.15277801206787
49,SP,15,1982-01-26 06:00:00, BEST,0, 173S, 1733E,30,17.3,173.3,29975 days 06:00:00,719406.0,718686.0,301.6023368370349,302.15277801206787
50,SP,15,1982-01-26 12:00:00, BEST,0, 176S, 1735E,35,17.6,173.5,29975 days 12:00:00,719412.0,718692.0,301.5839030593663,302.08847413647993
51,SP,15,1982-01-26 18:00:00, BEST,0, 179S, 1737E,40,17.9,173.7,29975 days 18:00:00,719418.0,718698.0,301.55175112157235,302.02888587843506
52,SP,15,1982-01-27 00:00:00, BEST,0, 182S, 1737E,45,18.2,173.7,29976 days 00:00:00,719424.0,718704.0,301.55175112157235,302.02888587843506
53,SP,15,1982-01-27 06:00:00, BEST,0, 184S, 1738E,50,18.4,173.8,29976 days 06:00:00,719430.0,718710.0,301.55175112157235,302.02888587843506
54,SP,15,1982-01-27 12:00:00, BEST,0, 186S, 1741E,55,18.6,174.1,29976 days 12:00:00,719436.0,718716.0,301.52045656878624,301.9508638427217
55,SP,15,1982-01-27 18:00:00, BEST,0, 187S, 1744E,60,18.7,174.4,29976 days 18:00:00,719442.0,718722.0,301.43257460548267,301.8081092389164
56,SP,15,1982-01-28 00:00:00, BEST,0, 187S, 1747E,65,18.7,174.7,29977 days 00:00:00,719448.0,718728.0,301.4188564453572,301.77681468613025
57,SP,15,1982-01-28 06:00:00, BEST,0, 187S, 1750E,70,18.7,175.0,29977 days 06:00:00,719454.0,718734.0,301.4402910705532,301.76824083605186
58,SP,15,1982-01-28 12:00:00, BEST,0, 187S, 1752E,70,18.7,175.2,29977 days 12:00:00,719460.0,718740.0,301.4600109257335,301.73780366827356
59,SP,15,1982-01-28 18:00:00, BEST,0, 187S, 1753E,65,18.7,175.3,29977 days 18:00:00,719466.0,718746.0,301.4600109257335,301.73780366827356
60,SP,15,1982-01-29 00:00:00, BEST,0, 187S, 1755E,65,18.7,175.5,29978 days 00:00:00,719472.0,718752.0,301.44543538060026,301.6910761853463
61,SP,15,1982-01-29 06:00:00, BEST,0, 188S, 1757E,65,18.8,175.7,29978 days 06:00:00,719478.0,718758.0,301.3837036600358,301.60576637706623
62,SP,15,1982-01-29 12:00:00, BEST,0, 189S, 1758E,65,18.9,175.8,29978 days 12:00:00,719484.0,718764.0,301.3837036600358,301.60576637706623
63,SP,15,1982-01-29 18:00:00, BEST,0, 191S, 1759E,65,19.1,175.9,29978 days 18:00:00,719490.0,718770.0,301.31939978444785,301.52988780387244
64,SP,15,1982-01-30 00:00:00, BEST,0, 193S, 1760E,60,19.3,176.0,29979 days 00:00:00,719496.0,718776.0,301.31939978444785,301.52988780387244
65,SP,15,1982-01-30 06:00:00, BEST,0, 196S, 1761E,55,19.6,176.1,29979 days 06:00:00,719502.0,718782.0,301.31939978444785,301.52988780387244
66,SP,15,1982-01-30 12:00:00, BEST,0, 200S, 1763E,55,20.0,176.3,29979 days 12:00:00,719508.0,718788.0,301.24995159881286,301.46258308075704
67,SP,15,1982-01-30 18:00:00, BEST,0, 208S, 1767E,50,20.8,176.7,29979 days 18:00:00,719514.0,718794.0,301.10076660744875,301.3579821098006
68,SP,15,1982-01-31 00:00:00, BEST,0, 221S, 1772E,50,22.1,177.2,29980 days 00:00:00,719520.0,718800.0,301.0656138221273,301.3794167349966
69,SP,15,1982-01-31 06:00:00, BEST,0, 234S, 1778E,45,23.4,177.8,29980 days 06:00:00,719526.0,718806.0,301.12906031270745,301.38327496753186
70,SP,15,1982-01-31 12:00:00, BEST,0, 245S, 1782E,45,24.5,178.2,29980 days 12:00:00,719532.0,718812.0,301.18350426070526,301.3588394948085
71,SP,15,1982-01-31 18:00:00, BEST,0, 257S, 1786E,40,25.7,178.6,29980 days 18:00:00,719538.0,718818.0,301.16292702051715,301.3176850144322
72,SP,15,1982-02-01 00:00:00, BEST,0, 272S, 1787E,40,27.2,178.7,29981 days 00:00:00,719544.0,718824.0,301.08576236981156,301.24652205878147
73,SP,15,1982-02-01 06:00:00, BEST,0, 287S, 1784E,35,28.7,178.4,29981 days 06:00:00,719550.0,718830.0,301.16292702051715,301.3176850144322
74,SP,15,1982-02-01 12:00:00, BEST,0, 302S, 1779E,30,30.2,177.9,29981 days 12:00:00,719556.0,718836.0,301.1719295630994,301.38327496753186
75,SP,15,1982-02-01 18:00:00, BEST,0, 318S, 1770E,25,31.8,177.0,29981 days 18:00:00,719562.0,718842.0,301.07032943967045,301.3678420373908
76,SP,25,1982-03-31 18:00:00, BEST,0,  32S, 1592E,20,3.2,159.2,30039 days 18:00:00,720954.0,720234.0,303.20779026421445,302.80696277304946
77,SP,25,1982-04-01 00:00:00, BEST,0,  43S, 1584E,20,4.3,158.4,30040 days 00:00:00,720960.0,720240.0,303.2283675044026,302.82539655071804
78,SP,25,1982-04-01 06:00:00, BEST,0,  53S, 1580E,25,5.3,158.0,30040 days 06:00:00,720966.0,720246.0,303.1284821509893,302.8476885609219
79,SP,25,1982-04-01 12:00:00, BEST,0,  63S, 1581E,25,6.3,158.1,30040 days 12:00:00,720972.0,720252.0,303.1284821509893,302.8476885609219
80,SP,25,1982-04-01 18:00:00, BEST,0,  73S, 1582E,30,7.3,158.2,30040 days 18:00:00,720978.0,720258.0,303.18807040903414,302.8399720958513
81,SP,25,1982-04-02 00:00:00, BEST,0,  83S, 1584E,30,8.3,158.4,30041 days 00:00:00,720984.0,720264.0,303.2283675044026,302.82539655071804
82,SP,25,1982-04-02 06:00:00, BEST,0,  91S, 1586E,35,9.1,158.6,30041 days 06:00:00,720990.0,720270.0,303.2283675044026,302.82539655071804
83,SP,25,1982-04-02 12:00:00, BEST,0,  97S, 1586E,35,9.7,158.6,30041 days 12:00:00,720996.0,720276.0,303.2283675044026,302.82539655071804
84,SP,25,1982-04-02 18:00:00, BEST,0, 101S, 1585E,40,10.1,158.5,30041 days 18:00:00,721002.0,720282.0,303.2283675044026,302.82539655071804
85,SP,25,1982-04-03 00:00:00, BEST,0, 105S, 1584E,45,10.5,158.4,30042 days 00:00:00,721008.0,720288.0,303.2283675044026,302.82539655071804
86,SP,25,1982-04-03 06:00:00, BEST,0, 109S, 1582E,50,10.9,158.2,30042 days 06:00:00,721014.0,720294.0,303.18807040903414,302.8399720958513
87,SP,25,1982-04-03 12:00:00, BEST,0, 113S, 1580E,55,11.3,158.0,30042 days 12:00:00,721020.0,720300.0,303.1284821509893,302.8476885609219
88,SP,25,1982-04-03 18:00:00, BEST,0, 118S, 1577E,60,11.8,157.7,30042 days 18:00:00,721026.0,720306.0,303.07318081798365,302.8506894084493
89,SP,25,1982-04-04 00:00:00, BEST,0, 124S, 1574E,65,12.4,157.4,30043 days 00:00:00,721032.0,720312.0,302.9741528495782,302.81553662312785
90,SP,25,1982-04-04 06:00:00, BEST,0, 133S, 1571E,70,13.3,157.1,30043 days 06:00:00,721038.0,720318.0,302.84168686586696,302.6732107118265
91,SP,25,1982-04-04 12:00:00, BEST,0, 143S, 1568E,75,14.3,156.8,30043 days 12:00:00,721044.0,720324.0,302.8455450984023,302.6260545363953
92,SP,25,1982-04-04 18:00:00, BEST,0, 153S, 1566E,80,15.3,156.6,30043 days 18:00:00,721050.0,720330.0,302.8746961886688,302.63505707897764
93,SP,25,1982-04-05 00:00:00, BEST,0, 165S, 1565E,85,16.5,156.5,30044 days 00:00:00,721056.0,720336.0,302.8746961886688,302.63505707897764
94,SP,25,1982-04-05 06:00:00, BEST,0, 176S, 1566E,90,17.6,156.6,30044 days 06:00:00,721062.0,720342.0,302.8746961886688,302.63505707897764
95,SP,25,1982-04-05 12:00:00, BEST,0, 186S, 1569E,95,18.6,156.9,30044 days 12:00:00,721068.0,720348.0,302.84168686586696,302.6732107118265
96,SP,25,1982-04-05 18:00:00, BEST,0, 195S, 1575E,95,19.5,157.5,30044 days 18:00:00,721074.0,720354.0,302.9741528495782,302.81553662312785
97,SP,25,1982-04-06 00:00:00, BEST,0, 203S, 1583E,90,20.3,158.3,30045 days 00:00:00,721080.0,720360.0,303.18807040903414,302.8399720958513
98,SP,25,1982-04-06 06:00:00, BEST,0, 211S, 1591E,85,21.1,159.1,30045 days 06:00:00,721086.0,720366.0,303.24594389706334,302.8138218531122
99,SP,25,1982-04-06 12:00:00, BEST,0, 218S, 1599E,80,21.8,159.9,30045 days 12:00:00,721092.0,720372.0,303.12462391845406,302.6663516317638
100,SP,25,1982-04-06 18:00:00, BEST,0, 226S, 1608E,75,22.6,160.8,30045 days 18:00:00,721098.0,720378.0,303.1151926833678,302.63977269652077
101,SP,25,1982-04-07 00:00:00, BEST,0, 235S, 1619E,70,23.5,161.9,30046 days 00:00:00,721104.0,720384.0,303.09847367571496,302.6817845619049
102,SP,25,1982-04-07 06:00:00, BEST,0, 244S, 1632E,65,24.4,163.2,30046 days 06:00:00,721110.0,720390.0,302.9891570872154,302.6106216062542
103,SP,25,1982-04-07 12:00:00, BEST,0, 253S, 1646E,60,25.3,164.6,30046 days 12:00:00,721116.0,720396.0,302.69507402952644,302.37698419161796
104,SP,25,1982-04-07 18:00:00, BEST,0, 263S, 1661E,55,26.3,166.1,30046 days 18:00:00,721122.0,720402.0,302.88627088627464,302.73751458741447
105,SP,25,1982-04-08 00:00:00, BEST,0, 273S, 1678E,50,27.3,167.8,30047 days 00:00:00,721128.0,720408.0,302.83482778580424,302.7122217296832
106,SP,25,1982-04-08 06:00:00, BEST,0, 283S, 1698E,45,28.3,169.8,30047 days 06:00:00,721134.0,720414.0,303.1023319082502,302.6380579265051
107,SP,25,1982-04-08 12:00:00, BEST,0, 295S, 1719E,40,29.5,171.9,30047 days 12:00:00,721140.0,720420.0,302.9784397746174,301.9174258274159
108,SP,25,1982-04-08 18:00:00, BEST,0, 310S, 1743E,40,31.0,174.3,30047 days 18:00:00,721146.0,720426.0,303.12762476598147,301.8183978590105
109,SP,25,1982-04-09 00:00:00, BEST,0, 327S, 1769E,35,32.7,176.9,30048 days 00:00:00,721152.0,720432.0,302.93428444671366,301.7433766708245
110,SP,25,1982-04-09 06:00:00, BEST,0, 348S, 1797E,30,34.8,179.7,30048 days 06:00:00,721158.0,720438.0,302.49487463019585,301.60062206701923
111,SP,26,1982-04-04 12:00:00, BEST,0, 113S, 1383E,25,11.3,138.3,30043 days 12:00:00,721044.0,720324.0,302.56818104836617,302.1622092471541
112,SP,26,1982-04-04 18:00:00, BEST,0, 111S, 1386E,30,11.1,138.6,30043 days 18:00:00,721050.0,720330.0,302.5240257204624,302.1009062190936
113,SP,26,1982-04-05 00:00:00, BEST,0, 110S, 1388E,35,11.0,138.8,30044 days 00:00:00,721056.0,720336.0,302.6324849239541,302.17121178973645
114,SP,26,1982-04-05 06:00:00, BEST,0, 111S, 1390E,40,11.1,139.0,30044 days 06:00:00,721062.0,720342.0,302.76066398262617,302.2736692981733
115,SP,26,1982-04-05 12:00:00, BEST,0, 113S, 1392E,45,11.3,139.2,30044 days 12:00:00,721068.0,720348.0,302.8854135012668,302.3851293491924
116,SP,26,1982-04-05 18:00:00, BEST,0, 117S, 1393E,50,11.7,139.3,30044 days 18:00:00,721074.0,720354.0,302.8854135012668,302.3851293491924
117,SP,26,1982-04-06 00:00:00, BEST,0, 121S, 1395E,55,12.1,139.5,30045 days 00:00:00,721080.0,720360.0,302.96857984702723,302.4738686975038
118,SP,26,1982-04-06 06:00:00, BEST,0, 125S, 1396E,60,12.5,139.6,30045 days 06:00:00,721086.0,720366.0,302.96857984702723,302.4738686975038
119,SP,26,1982-04-06 12:00:00, BEST,0, 129S, 1398E,60,12.9,139.8,30045 days 12:00:00,721092.0,720372.0,302.954004301894,302.48544339510966
120,SP,26,1982-04-06 18:00:00, BEST,0, 134S, 1400E,60,13.4,140.0,30045 days 18:00:00,721098.0,720378.0,302.8464024834101,302.41813867199426
121,SP,26,1982-04-07 00:00:00, BEST,0, 139S, 1402E,65,13.9,140.2,30046 days 00:00:00,721104.0,720384.0,302.75466228757125,302.3654094940121
122,SP,26,1982-04-07 06:00:00, BEST,0, 144S, 1406E,65,14.4,140.6,30046 days 06:00:00,721110.0,720390.0,302.6577777816854,302.3242550136358
123,SP,26,1982-04-07 12:00:00, BEST,0, 148S, 1414E,70,14.8,141.4,30046 days 12:00:00,721116.0,720396.0,302.7448023599811,302.50687802030563
124,SP,26,1982-04-07 18:00:00, BEST,0, 151S, 1423E,60,15.1,142.3,30046 days 18:00:00,721122.0,720402.0,302.7469458225007,302.494445937692
125,SP,26,1982-04-08 00:00:00, BEST,0, 153S, 1432E,45,15.3,143.2,30047 days 00:00:00,721128.0,720408.0,303.04488711272495,302.89484473635304
126,SP,26,1982-04-08 06:00:00, BEST,0, 155S, 1442E,35,15.5,144.2,30047 days 06:00:00,721134.0,720414.0,302.4858720876136,302.34183140629654
127,SP,26,1982-04-08 12:00:00, BEST,0, 155S, 1451E,30,15.5,145.1,30047 days 12:00:00,721140.0,720420.0,302.41470913196287,302.2736692981733
128,SP,26,1982-04-08 18:00:00, BEST,0, 153S, 1460E,30,15.3,146.0,30047 days 18:00:00,721146.0,720426.0,302.71565126971456,302.5540341957368
129,SP,26,1982-04-09 00:00:00, BEST,0, 151S, 1469E,30,15.1,146.9,30048 days 00:00:00,721152.0,720432.0,302.67449678933826,302.5150231778801
130,SP,26,1982-04-09 06:00:00, BEST,0, 149S, 1478E,30,14.9,147.8,30048 days 06:00:00,721158.0,720438.0,302.7272259673204,302.553176810729
131,SP,26,1982-04-09 12:00:00, BEST,0, 147S, 1487E,35,14.7,148.7,30048 days 12:00:00,721164.0,720444.0,302.9501460693587,302.6534908566462
132,SP,26,1982-04-09 18:00:00, BEST,0, 145S, 1495E,40,14.5,149.5,30048 days 18:00:00,721170.0,720450.0,302.99387270475853,302.65177608663055
133,SP,26,1982-04-10 00:00:00, BEST,0, 144S, 1502E,40,14.4,150.2,30049 days 00:00:00,721176.0,720456.0,303.14820200616964,302.79710284545934
134,SP,26,1982-04-10 06:00:00, BEST,0, 143S, 1508E,40,14.3,150.8,30049 days 06:00:00,721182.0,720462.0,303.2703793697868,302.89956035389616
135,SP,26,1982-04-10 12:00:00, BEST,0, 142S, 1514E,40,14.2,151.4,30049 days 12:00:00,721188.0,720468.0,303.22450927186736,302.8781257287002
136,SP,26,1982-04-10 18:00:00, BEST,0, 142S, 1519E,40,14.2,151.9,30049 days 18:00:00,721194.0,720474.0,303.08089728305424,302.83311301578857
137,SP,26,1982-04-11 00:00:00, BEST,0, 142S, 1523E,40,14.2,152.3,30050 days 00:00:00,721200.0,720480.0,303.0028752473408,302.7923872279162
138,SP,26,1982-04-11 06:00:00, BEST,0, 143S, 1527E,40,14.3,152.7,30050 days 06:00:00,721206.0,720486.0,302.99687355228593,302.81768008564745
139,SP,26,1982-04-11 12:00:00, BEST,0, 144S, 1529E,40,14.4,152.9,30050 days 12:00:00,721212.0,720492.0,303.06117742787393,302.86826580111
140,SP,26,1982-04-11 18:00:00, BEST,0, 146S, 1530E,40,14.6,153.0,30050 days 18:00:00,721218.0,720498.0,303.06117742787393,302.86826580111
141,SP,26,1982-04-12 00:00:00, BEST,0, 149S, 1528E,40,14.9,152.8,30051 days 00:00:00,721224.0,720504.0,302.99687355228593,302.81768008564745
142,SP,26,1982-04-12 06:00:00, BEST,0, 152S, 1524E,40,15.2,152.4,30051 days 06:00:00,721230.0,720510.0,302.98401277716835,302.80010369298674
143,SP,26,1982-04-12 12:00:00, BEST,0, 156S, 1520E,35,15.6,152.0,30051 days 12:00:00,721236.0,720516.0,303.08089728305424,302.83311301578857
144,SP,26,1982-04-12 18:00:00, BEST,0, 161S, 1516E,35,16.1,151.6,30051 days 18:00:00,721242.0,720522.0,303.22450927186736,302.8781257287002
145,SP,26,1982-04-13 00:00:00, BEST,0, 166S, 1511E,30,16.6,151.1,30052 days 00:00:00,721248.0,720528.0,303.27423760232205,302.8918438888256
146,SP,26,1982-04-13 06:00:00, BEST,0, 172S, 1506E,30,17.2,150.6,30052 days 06:00:00,721254.0,720534.0,303.2030746466714,302.8506894084493
147,SP,26,1982-04-13 12:00:00, BEST,0, 180S, 1500E,25,18.0,150.0,30052 days 12:00:00,721260.0,720540.0,303.09633021319536,302.74737451500465
148,SP,28,1982-05-11 06:00:00, BEST,0,  90S, 1571E,15,9.0,157.1,30080 days 06:00:00,721926.0,721206.0,302.86440756857473,302.84168686586696
149,SP,28,1982-05-11 12:00:00, BEST,0,  85S, 1571E,15,8.5,157.1,30080 days 12:00:00,721932.0,721212.0,302.86440756857473,302.84168686586696
150,SP,28,1982-05-11 18:00:00, BEST,0,  84S, 1570E,15,8.4,157.0,30080 days 18:00:00,721938.0,721218.0,302.86440756857473,302.84168686586696
151,SP,28,1982-05-12 00:00:00, BEST,0,  85S, 1567E,15,8.5,156.7,30081 days 00:00:00,721944.0,721224.0,302.85154679345715,302.8455450984023
152,SP,28,1982-05-12 06:00:00, BEST,0,  88S, 1564E,20,8.8,156.4,30081 days 06:00:00,721950.0,721230.0,302.85369025597674,302.8746961886688
153,SP,28,1982-05-12 12:00:00, BEST,0,  92S, 1563E,20,9.2,156.3,30081 days 12:00:00,721956.0,721236.0,302.9051333564471,302.9587199194371
154,SP,28,1982-05-12 18:00:00, BEST,0,  96S, 1563E,20,9.6,156.3,30081 days 18:00:00,721962.0,721242.0,302.9051333564471,302.9587199194371
155,SP,28,1982-05-13 00:00:00, BEST,0, 101S, 1563E,20,10.1,156.3,30082 days 00:00:00,721968.0,721248.0,302.9051333564471,302.9587199194371
156,SP,28,1982-05-13 06:00:00, BEST,0, 106S, 1564E,25,10.6,156.4,30082 days 06:00:00,721974.0,721254.0,302.85369025597674,302.8746961886688
157,SP,28,1982-05-13 12:00:00, BEST,0, 110S, 1565E,25,11.0,156.5,30082 days 12:00:00,721980.0,721260.0,302.85369025597674,302.8746961886688
158,SP,28,1982-05-13 18:00:00, BEST,0, 114S, 1566E,25,11.4,156.6,30082 days 18:00:00,721986.0,721266.0,302.85369025597674,302.8746961886688
159,SP,28,1982-05-14 00:00:00, BEST,0, 118S, 1567E,25,11.8,156.7,30083 days 00:00:00,721992.0,721272.0,302.85154679345715,302.8455450984023
160,SP,28,1982-05-14 06:00:00, BEST,0, 123S, 1568E,30,12.3,156.8,30083 days 06:00:00,721998.0,721278.0,302.85154679345715,302.8455450984023
161,SP,28,1982-05-14 12:00:00, BEST,0, 127S, 1569E,30,12.7,156.9,30083 days 12:00:00,722004.0,721284.0,302.86440756857473,302.84168686586696
162,SP,28,1982-05-14 18:00:00, BEST,0, 132S, 1570E,30,13.2,157.0,30083 days 18:00:00,722010.0,721290.0,302.86440756857473,302.84168686586696
163,SP,28,1982-05-15 00:00:00, BEST,0, 136S, 1573E,30,13.6,157.3,30084 days 00:00:00,722016.0,721296.0,302.932569676698,302.89055781131384
164,SP,28,1982-05-15 06:00:00, BEST,0, 141S, 1578E,35,14.1,157.8,30084 days 06:00:00,722022.0,721302.0,303.1473446211618,303.07318081798365
165,SP,28,1982-05-15 12:00:00, BEST,0, 144S, 1584E,35,14.4,158.4,30084 days 12:00:00,722028.0,721308.0,303.3261093952963,303.2283675044026
166,SP,28,1982-05-15 18:00:00, BEST,0, 144S, 1590E,40,14.4,159.0,30084 days 18:00:00,722034.0,721314.0,303.35054486801977,303.24594389706334
167,SP,28,1982-05-16 00:00:00, BEST,0, 141S, 1596E,40,14.1,159.6,30085 days 00:00:00,722040.0,721320.0,303.3183929302258,303.1726374788931
168,SP,28,1982-05-16 06:00:00, BEST,0, 138S, 1602E,40,13.8,160.2,30085 days 06:00:00,722046.0,721326.0,303.3475440204923,303.1130492208482
