,Basin,No. of Cycl,Time,V5,V6,Lat,Lon,Speed(knots),lat_tenth,lon_tenth,diff,total_1,total_2,sst_1,sst_2_past_1_month
5683,SP,11,1999-01-18 00:00:00, BEST,0, 128S, 1647E,100,12.8,164.7,36176 days 00:00:00,868224.0,867504.0,299.7911110079738,300.48516417182
5684,SP,11,1999-01-18 06:00:00, BEST,0, 130S, 1653E,100,13.0,165.3,36176 days 06:00:00,868230.0,867510.0,299.9548715444712,300.72180243398367
5685,SP,11,1999-01-18 12:00:00, BEST,0, 133S, 1659E,100,13.3,165.9,36176 days 12:00:00,868236.0,867516.0,299.9188613741419,300.62706139061737
5686,SP,11,1999-01-18 18:00:00, BEST,0, 137S, 1665E,100,13.7,166.5,36176 days 18:00:00,868242.0,867522.0,299.7062298921977,300.2862508500012
5687,SP,11,1999-01-19 00:00:00, BEST,0, 147S, 1668E,100,14.7,166.8,36177 days 00:00:00,868248.0,867528.0,299.6239209314451,300.16493087139185
5688,SP,11,1999-01-19 06:00:00, BEST,0, 156S, 1668E,90,15.6,166.8,36177 days 06:00:00,868254.0,867534.0,299.6239209314451,300.16493087139185
5689,SP,11,1999-01-19 12:00:00, BEST,0, 161S, 1671E,90,16.1,167.1,36177 days 12:00:00,868260.0,867540.0,299.571191753463,300.1044852283392
5690,SP,11,1999-01-19 18:00:00, BEST,0, 169S, 1672E,80,16.9,167.2,36177 days 18:00:00,868266.0,867546.0,299.5146043429456,300.0448969702943
5691,SP,11,1999-01-20 00:00:00, BEST,0, 177S, 1674E,85,17.7,167.4,36178 days 00:00:00,868272.0,867552.0,299.42072068458714,299.9295786867399
5692,SP,11,1999-01-20 06:00:00, BEST,0, 187S, 1677E,90,18.7,167.7,36178 days 06:00:00,868278.0,867558.0,299.32597964122084,299.81168824816194
5693,SP,11,1999-01-20 12:00:00, BEST,0, 198S, 1679E,90,19.8,167.9,36178 days 12:00:00,868284.0,867564.0,299.2685348456956,299.72852190240155
5694,SP,11,1999-01-20 18:00:00, BEST,0, 208S, 1681E,90,20.8,168.1,36178 days 18:00:00,868290.0,867570.0,299.2685348456956,299.72852190240155
5695,SP,11,1999-01-21 00:00:00, BEST,0, 218S, 1685E,85,21.8,168.5,36179 days 00:00:00,868296.0,867576.0,299.13949840201576,299.62306354643727
5696,SP,11,1999-01-21 06:00:00, BEST,0, 230S, 1691E,85,23.0,169.1,36179 days 06:00:00,868302.0,867582.0,299.0499016686965,299.63163739651566
5697,SP,11,1999-01-21 12:00:00, BEST,0, 241S, 1702E,70,24.1,170.2,36179 days 12:00:00,868308.0,867588.0,298.8689934320424,299.5733352159826
5698,SP,11,1999-01-21 18:00:00, BEST,0, 252S, 1712E,65,25.2,171.2,36179 days 18:00:00,868314.0,867594.0,298.83298326171314,299.42286414710674
5699,SP,11,1999-01-22 00:00:00, BEST,0, 262S, 1724E,60,26.2,172.4,36180 days 00:00:00,868320.0,867600.0,298.86427781449925,299.4181485295636
5700,SP,11,1999-01-22 06:00:00, BEST,0, 272S, 1737E,60,27.2,173.7,36180 days 06:00:00,868326.0,867606.0,298.9238660725441,299.32597964122084
5701,SP,11,1999-01-22 12:00:00, BEST,0, 281S, 1749E,55,28.1,174.9,36180 days 12:00:00,868332.0,867612.0,299.0691928313729,299.31526232862285
5702,SP,11,1999-01-22 18:00:00, BEST,0, 285S, 1757E,55,28.5,175.7,36180 days 18:00:00,868338.0,867618.0,299.0974865366316,299.25781753309764
5703,SP,11,1999-01-23 00:00:00, BEST,0, 297S, 1767E,45,29.7,176.7,36181 days 00:00:00,868344.0,867624.0,298.8261241816504,299.03532612356327
5704,SP,11,1999-01-23 06:00:00, BEST,0, 311S, 1777E,45,31.1,177.7,36181 days 06:00:00,868350.0,867630.0,298.758819458535,298.9560180103381
5705,SP,13,1999-01-19 12:00:00, BEST,0, 168S, 1576E,25,16.8,157.6,36177 days 12:00:00,868260.0,867540.0,300.613343230492,302.17978563981484
5706,SP,13,1999-01-19 18:00:00, BEST,0, 168S, 1578E,25,16.8,157.8,36177 days 18:00:00,868266.0,867546.0,300.49330932939444,302.0653247412683
5707,SP,13,1999-01-20 00:00:00, BEST,0, 169S, 1580E,30,16.9,158.0,36178 days 00:00:00,868272.0,867552.0,300.420860296232,301.9727271604216
5708,SP,13,1999-01-20 06:00:00, BEST,0, 170S, 1582E,25,17.0,158.2,36178 days 06:00:00,868278.0,867558.0,300.3809918933674,301.9139962873846
5709,SP,13,1999-01-20 12:00:00, BEST,0, 172S, 1583E,25,17.2,158.3,36178 days 12:00:00,868284.0,867564.0,300.3809918933674,301.9139962873846
5710,SP,13,1999-01-20 18:00:00, BEST,0, 174S, 1584E,25,17.4,158.4,36178 days 18:00:00,868290.0,867570.0,300.36813111824983,301.8771287320475
5711,SP,13,1999-01-21 00:00:00, BEST,0, 179S, 1584E,30,17.9,158.4,36179 days 00:00:00,868296.0,867576.0,300.36813111824983,301.8771287320475
5712,SP,13,1999-01-21 06:00:00, BEST,0, 185S, 1585E,30,18.5,158.5,36179 days 06:00:00,868302.0,867582.0,300.36813111824983,301.8771287320475
5713,SP,13,1999-01-21 12:00:00, BEST,0, 192S, 1589E,30,19.2,158.9,36179 days 12:00:00,868308.0,867588.0,300.39556743850073,301.94614822517855
5714,SP,13,1999-01-21 18:00:00, BEST,0, 200S, 1595E,45,20.0,159.5,36179 days 18:00:00,868314.0,867594.0,300.4298628388143,301.9727271604216
5715,SP,13,1999-01-22 00:00:00, BEST,0, 209S, 1602E,55,20.9,160.2,36180 days 00:00:00,868320.0,867600.0,300.2480972171523,301.6220566922152
5716,SP,13,1999-01-22 06:00:00, BEST,0, 220S, 1613E,55,22.0,161.3,36180 days 06:00:00,868326.0,867606.0,300.40328390357126,301.58776129190164
5717,SP,13,1999-01-22 12:00:00, BEST,0, 233S, 1630E,55,23.3,163.0,36180 days 12:00:00,868332.0,867612.0,300.1327789335979,301.1054822249919
5718,SP,13,1999-01-22 18:00:00, BEST,0, 245S, 1647E,55,24.5,164.7,36180 days 18:00:00,868338.0,867618.0,299.7911110079738,300.48516417182
5719,SP,13,1999-01-23 00:00:00, BEST,0, 257S, 1668E,50,25.7,166.8,36181 days 00:00:00,868344.0,867624.0,299.6239209314451,300.16493087139185
5720,SP,13,1999-01-23 06:00:00, BEST,0, 260S, 1688E,45,26.0,168.8,36181 days 06:00:00,868350.0,867630.0,299.0713362938925,299.597770688706
5721,SP,13,1999-01-23 12:00:00, BEST,0, 261S, 1707E,45,26.1,170.7,36181 days 12:00:00,868356.0,867636.0,298.8368414942484,299.47173509255356
5722,SP,13,1999-01-23 18:00:00, BEST,0, 258S, 1724E,45,25.8,172.4,36181 days 18:00:00,868362.0,867642.0,298.86427781449925,299.4181485295636
5723,SP,13,1999-01-24 00:00:00, BEST,0, 257S, 1738E,40,25.7,173.8,36182 days 00:00:00,868368.0,867648.0,298.9238660725441,299.32597964122084
5724,SP,13,1999-01-24 06:00:00, BEST,0, 259S, 1754E,40,25.9,175.4,36182 days 06:00:00,868374.0,867654.0,299.1172063918119,299.29682855095433
5725,SP,13,1999-01-24 12:00:00, BEST,0, 262S, 1770E,35,26.2,177.0,36182 days 12:00:00,868380.0,867660.0,298.74895953094483,299.00274549326537
5726,SP,13,1999-01-24 18:00:00, BEST,0, 265S, 1778E,35,26.5,177.8,36182 days 18:00:00,868386.0,867666.0,298.758819458535,298.9560180103381
5727,SP,13,1999-01-25 00:00:00, BEST,0, 267S, 1783E,30,26.7,178.3,36183 days 00:00:00,868392.0,867672.0,298.8672786620267,298.97059355547134
5728,SP,13,1999-01-25 06:00:00, BEST,0, 270S, 1788E,30,27.0,178.8,36183 days 06:00:00,868398.0,867678.0,298.8994305998207,299.02846704350054
5729,SP,13,1999-01-25 12:00:00, BEST,0, 274S, 1791E,30,27.4,179.1,36183 days 12:00:00,868404.0,867684.0,298.84670142183853,299.042185203626
5730,SP,13,1999-01-25 18:00:00, BEST,0, 281S, 1796E,25,28.1,179.6,36183 days 18:00:00,868410.0,867690.0,298.68165480782943,298.9843117155968
5731,SP,13,1999-01-26 00:00:00, BEST,0, 288S, 1799W,25,28.8,179.9,36184 days 00:00:00,868416.0,867696.0,298.502032648687,298.7918287813368
5732,SP,14,1999-01-21 12:00:00, BEST,0, 145S, 1502E,30,14.5,150.2,36179 days 12:00:00,868308.0,867588.0,302.47558346751947,302.9141358990294
5733,SP,14,1999-01-21 18:00:00, BEST,0, 149S, 1512E,30,14.9,151.2,36179 days 18:00:00,868314.0,867594.0,302.2989621559045,302.9441443743038
5734,SP,14,1999-01-22 00:00:00, BEST,0, 155S, 1520E,30,15.5,152.0,36180 days 00:00:00,868320.0,867600.0,302.20807934507354,302.937713986745
5735,SP,14,1999-01-22 06:00:00, BEST,0, 164S, 1528E,35,16.4,152.8,36180 days 06:00:00,868326.0,867606.0,302.0095947157587,302.90813420397456
5736,SP,14,1999-01-22 12:00:00, BEST,0, 173S, 1537E,35,17.3,153.7,36180 days 12:00:00,868332.0,867612.0,301.61905584468775,302.830969553269
5737,SP,14,1999-01-22 18:00:00, BEST,0, 183S, 1546E,40,18.3,154.6,36180 days 18:00:00,868338.0,867618.0,301.3468361046987,302.5587498132799
5738,SP,14,1999-01-23 00:00:00, BEST,0, 196S, 1557E,45,19.6,155.7,36181 days 00:00:00,868344.0,867624.0,301.131632467731,302.51373710036836
5739,SP,14,1999-01-23 06:00:00, BEST,0, 210S, 1570E,45,21.0,157.0,36181 days 06:00:00,868350.0,867630.0,300.88770643300063,302.3954179692865
5740,SP,14,1999-01-23 12:00:00, BEST,0, 222S, 1586E,45,22.2,158.6,36181 days 12:00:00,868356.0,867636.0,300.36813111824983,301.8771287320475
5741,SP,14,1999-01-23 18:00:00, BEST,0, 231S, 1598E,55,23.1,159.8,36181 days 18:00:00,868362.0,867642.0,300.38485012590274,301.87412788452
5742,SP,14,1999-01-24 00:00:00, BEST,0, 239S, 1610E,55,23.9,161.0,36182 days 00:00:00,868368.0,867648.0,300.3368365654637,301.53331734390383
5743,SP,14,1999-01-24 06:00:00, BEST,0, 244S, 1624E,55,24.4,162.4,36182 days 06:00:00,868374.0,867654.0,300.116059925945,301.12906031270745
5744,SP,14,1999-01-24 12:00:00, BEST,0, 247S, 1639E,50,24.7,163.9,36182 days 12:00:00,868380.0,867660.0,299.8965693639381,300.6463525532938
5745,SP,14,1999-01-24 18:00:00, BEST,0, 247S, 1645E,45,24.7,164.5,36182 days 18:00:00,868386.0,867666.0,299.7469556800701,300.43157760882997
5746,SP,14,1999-01-25 00:00:00, BEST,0, 247S, 1651E,45,24.7,165.1,36183 days 00:00:00,868392.0,867672.0,299.8644174261441,300.58890775776854
5747,SP,14,1999-01-25 06:00:00, BEST,0, 247S, 1657E,40,24.7,165.7,36183 days 06:00:00,868398.0,867678.0,299.9754487846593,300.72265981899153
5748,SP,14,1999-01-25 12:00:00, BEST,0, 247S, 1664E,40,24.7,166.4,36183 days 12:00:00,868404.0,867684.0,299.7062298921977,300.2862508500012
5749,SP,14,1999-01-25 18:00:00, BEST,0, 247S, 1672E,35,24.7,167.2,36183 days 18:00:00,868410.0,867690.0,299.5146043429456,300.0448969702943
5750,SP,14,1999-01-26 00:00:00, BEST,0, 247S, 1678E,30,24.7,167.8,36184 days 00:00:00,868416.0,867696.0,299.32597964122084,299.81168824816194
5751,SP,14,1999-01-26 06:00:00, BEST,0, 247S, 1683E,25,24.7,168.3,36184 days 06:00:00,868422.0,867702.0,299.2059457401233,299.6667901818371
5752,SP,14,1999-01-26 12:00:00, BEST,0, 247S, 1688E,25,24.7,168.8,36184 days 12:00:00,868428.0,867708.0,299.0713362938925,299.597770688706
5753,SP,14,1999-01-26 18:00:00, BEST,0, 247S, 1692E,25,24.7,169.2,36184 days 18:00:00,868434.0,867714.0,299.0323252760358,299.6736492618998
5754,SP,14,1999-01-27 00:00:00, BEST,0, 247S, 1695E,25,24.7,169.5,36185 days 00:00:00,868440.0,867720.0,298.99588641320264,299.68565265200954
5755,SP,14,1999-01-27 06:00:00, BEST,0, 245S, 1696E,25,24.5,169.6,36185 days 06:00:00,868446.0,867726.0,298.99588641320264,299.68565265200954
5756,SP,14,1999-01-27 12:00:00, BEST,0, 243S, 1696E,25,24.3,169.6,36185 days 12:00:00,868452.0,867732.0,298.99588641320264,299.68565265200954
5757,SP,14,1999-01-27 18:00:00, BEST,0, 243S, 1694E,25,24.3,169.4,36185 days 18:00:00,868458.0,867738.0,298.99588641320264,299.68565265200954
5758,SP,14,1999-01-28 00:00:00, BEST,0, 244S, 1692E,25,24.4,169.2,36186 days 00:00:00,868464.0,867744.0,299.0323252760358,299.6736492618998
5759,SP,14,1999-01-28 06:00:00, BEST,0, 246S, 1690E,25,24.6,169.0,36186 days 06:00:00,868470.0,867750.0,299.0499016686965,299.63163739651566
5760,SP,14,1999-01-28 12:00:00, BEST,0, 249S, 1689E,25,24.9,168.9,36186 days 12:00:00,868476.0,867756.0,299.0499016686965,299.63163739651566
5761,SP,14,1999-01-28 18:00:00, BEST,0, 253S, 1689E,25,25.3,168.9,36186 days 18:00:00,868482.0,867762.0,299.0499016686965,299.63163739651566
5762,SP,14,1999-01-29 00:00:00, BEST,0, 259S, 1688E,25,25.9,168.8,36187 days 00:00:00,868488.0,867768.0,299.0713362938925,299.597770688706
5763,SP,16,1999-01-24 00:00:00, BEST,0, 113S, 1381E,20,11.3,138.1,36182 days 00:00:00,868368.0,867648.0,302.5801844384759,302.75594836508304
5764,SP,16,1999-01-24 06:00:00, BEST,0, 117S, 1383E,25,11.7,138.3,36182 days 06:00:00,868374.0,867654.0,302.6209102263483,302.74308758996546
5765,SP,16,1999-01-24 12:00:00, BEST,0, 120S, 1386E,25,12.0,138.6,36182 days 12:00:00,868380.0,867660.0,302.57032451088577,302.6629220917324
5766,SP,16,1999-01-24 18:00:00, BEST,0, 123S, 1387E,25,12.3,138.7,36182 days 18:00:00,868386.0,867666.0,302.5077354053135,302.60247644867974
5767,SP,16,1999-01-25 00:00:00, BEST,0, 126S, 1387E,30,12.6,138.7,36183 days 00:00:00,868392.0,867672.0,302.5077354053135,302.60247644867974
5768,SP,16,1999-01-25 06:00:00, BEST,0, 129S, 1387E,30,12.9,138.7,36183 days 06:00:00,868398.0,867678.0,302.5077354053135,302.60247644867974
5769,SP,16,1999-01-25 12:00:00, BEST,0, 132S, 1387E,35,13.2,138.7,36183 days 12:00:00,868404.0,867684.0,302.5077354053135,302.60247644867974
5770,SP,16,1999-01-25 18:00:00, BEST,0, 134S, 1386E,35,13.4,138.6,36183 days 18:00:00,868410.0,867690.0,302.57032451088577,302.6629220917324
5771,SP,16,1999-01-26 00:00:00, BEST,0, 137S, 1385E,35,13.7,138.5,36184 days 00:00:00,868416.0,867696.0,302.57032451088577,302.6629220917324
5772,SP,16,1999-01-26 06:00:00, BEST,0, 140S, 1384E,35,14.0,138.4,36184 days 06:00:00,868422.0,867702.0,302.57032451088577,302.6629220917324
5773,SP,16,1999-01-26 12:00:00, BEST,0, 143S, 1383E,35,14.3,138.3,36184 days 12:00:00,868428.0,867708.0,302.6209102263483,302.74308758996546
5774,SP,16,1999-01-26 18:00:00, BEST,0, 146S, 1383E,30,14.6,138.3,36184 days 18:00:00,868434.0,867714.0,302.6209102263483,302.74308758996546
5775,SP,16,1999-01-27 00:00:00, BEST,0, 150S, 1383E,25,15.0,138.3,36185 days 00:00:00,868440.0,867720.0,302.6209102263483,302.74308758996546
5776,SP,19,1999-02-08 18:00:00, BEST,0, 131S, 1601E,25,13.1,160.1,36197 days 18:00:00,868746.0,868026.0,300.3106863227246,301.74723490335975
5777,SP,19,1999-02-09 00:00:00, BEST,0, 131S, 1603E,25,13.1,160.3,36198 days 00:00:00,868752.0,868032.0,300.2480972171523,301.6220566922152
5778,SP,19,1999-02-09 06:00:00, BEST,0, 130S, 1604E,25,13.0,160.4,36198 days 06:00:00,868758.0,868038.0,300.2305208244916,301.5195991837784
5779,SP,19,1999-02-09 12:00:00, BEST,0, 128S, 1604E,20,12.8,160.4,36198 days 12:00:00,868764.0,868044.0,300.2305208244916,301.5195991837784
5780,SP,19,1999-02-09 18:00:00, BEST,0, 122S, 1606E,25,12.2,160.6,36198 days 18:00:00,868770.0,868050.0,300.2305208244916,301.5195991837784
5781,SP,19,1999-02-10 00:00:00, BEST,0, 117S, 1608E,35,11.7,160.8,36199 days 00:00:00,868776.0,868056.0,300.276390922411,301.51059664119606
5782,SP,19,1999-02-10 06:00:00, BEST,0, 113S, 1610E,35,11.3,161.0,36199 days 06:00:00,868782.0,868062.0,300.3368365654637,301.53331734390383
5783,SP,19,1999-02-10 12:00:00, BEST,0, 111S, 1615E,35,11.1,161.5,36199 days 12:00:00,868788.0,868068.0,300.4122864461536,301.56461189668994
5784,SP,19,1999-02-10 18:00:00, BEST,0, 110S, 1624E,35,11.0,162.4,36199 days 18:00:00,868794.0,868074.0,300.116059925945,301.12906031270745
5785,SP,19,1999-02-11 00:00:00, BEST,0, 113S, 1632E,35,11.3,163.2,36200 days 00:00:00,868800.0,868080.0,300.1700751814389,301.1192003851173
5786,SP,19,1999-02-11 06:00:00, BEST,0, 121S, 1641E,40,12.1,164.1,36200 days 06:00:00,868806.0,868086.0,299.8965693639381,300.6463525532938
5787,SP,19,1999-02-11 12:00:00, BEST,0, 135S, 1646E,45,13.5,164.6,36200 days 12:00:00,868812.0,868092.0,299.7469556800701,300.43157760882997
5788,SP,19,1999-02-11 18:00:00, BEST,0, 152S, 1651E,40,15.2,165.1,36200 days 18:00:00,868818.0,868098.0,299.8644174261441,300.58890775776854
5789,SP,19,1999-02-12 00:00:00, BEST,0, 170S, 1655E,40,17.0,165.5,36201 days 00:00:00,868824.0,868104.0,299.99902687237494,300.7685299169109
5790,SP,19,1999-02-12 06:00:00, BEST,0, 190S, 1660E,40,19.0,166.0,36201 days 06:00:00,868830.0,868110.0,299.9188613741419,300.62706139061737
5791,SP,19,1999-02-12 12:00:00, BEST,0, 206S, 1666E,45,20.6,166.6,36201 days 12:00:00,868836.0,868116.0,299.7062298921977,300.2862508500012
5792,SP,19,1999-02-12 18:00:00, BEST,0, 219S, 1676E,45,21.9,167.6,36201 days 18:00:00,868842.0,868122.0,299.42072068458714,299.9295786867399
5793,SP,19,1999-02-13 00:00:00, BEST,0, 232S, 1687E,40,23.2,168.7,36202 days 00:00:00,868848.0,868128.0,299.0713362938925,299.597770688706
5794,SP,19,1999-02-13 06:00:00, BEST,0, 243S, 1695E,40,24.3,169.5,36202 days 06:00:00,868854.0,868134.0,298.99588641320264,299.68565265200954
5795,SP,19,1999-02-13 12:00:00, BEST,0, 250S, 1700E,35,25.0,170.0,36202 days 12:00:00,868860.0,868140.0,298.90243144734814,299.62692177897253
5796,SP,19,1999-02-13 18:00:00, BEST,0, 256S, 1701E,30,25.6,170.1,36202 days 18:00:00,868866.0,868146.0,298.90243144734814,299.62692177897253
5797,SP,19,1999-02-14 00:00:00, BEST,0, 261S, 1702E,30,26.1,170.2,36203 days 00:00:00,868872.0,868152.0,298.8689934320424,299.5733352159826
5798,SP,19,1999-02-14 06:00:00, BEST,0, 266S, 1703E,25,26.6,170.3,36203 days 06:00:00,868878.0,868158.0,298.8689934320424,299.5733352159826
5799,SP,19,1999-02-14 12:00:00, BEST,0, 272S, 1704E,20,27.2,170.4,36203 days 12:00:00,868884.0,868164.0,298.8505596543738,299.5154617279534
5800,SP,20,1999-02-10 00:00:00, BEST,0, 161S, 1479E,20,16.1,147.9,36199 days 00:00:00,868776.0,868056.0,302.6779263293696,302.9852988546801
5801,SP,20,1999-02-10 06:00:00, BEST,0, 159S, 1482E,25,15.9,148.2,36199 days 06:00:00,868782.0,868062.0,302.66806640177947,302.948431299343
5802,SP,20,1999-02-10 12:00:00, BEST,0, 162S, 1484E,25,16.2,148.4,36199 days 12:00:00,868788.0,868068.0,302.66034993670894,302.9287114441627
5803,SP,20,1999-02-10 18:00:00, BEST,0, 166S, 1481E,35,16.6,148.1,36199 days 18:00:00,868794.0,868074.0,302.6779263293696,302.9852988546801
5804,SP,20,1999-02-11 00:00:00, BEST,0, 167S, 1476E,35,16.7,147.6,36200 days 00:00:00,868800.0,868080.0,302.6573490891815,303.0067334798761
5805,SP,20,1999-02-11 06:00:00, BEST,0, 167S, 1469E,45,16.7,146.9,36200 days 06:00:00,868806.0,868086.0,302.6209102263483,302.9424296042881
5806,SP,20,1999-02-11 12:00:00, BEST,0, 165S, 1457E,55,16.5,145.7,36200 days 12:00:00,868812.0,868092.0,302.69807487705384,303.0517461927877
5807,SP,20,1999-02-11 18:00:00, BEST,0, 163S, 1447E,45,16.3,144.7,36200 days 18:00:00,868818.0,868098.0,302.80481931052987,302.911135051502
5808,SP,20,1999-02-12 00:00:00, BEST,0, 162S, 1439E,35,16.2,143.9,36201 days 00:00:00,868824.0,868104.0,302.6161946088052,302.7323702773674
5809,SP,20,1999-02-12 06:00:00, BEST,0, 161S, 1428E,35,16.1,142.8,36201 days 06:00:00,868830.0,868110.0,302.8172513931436,302.9179941315647
5810,SP,20,1999-02-12 12:00:00, BEST,0, 163S, 1420E,30,16.3,142.0,36201 days 12:00:00,868836.0,868116.0,302.8935586588413,302.937713986745
5811,SP,20,1999-02-12 18:00:00, BEST,0, 166S, 1414E,30,16.6,141.4,36201 days 18:00:00,868842.0,868122.0,302.78724291786915,302.85840587351987
5812,SP,20,1999-02-13 00:00:00, BEST,0, 169S, 1409E,25,16.9,140.9,36202 days 00:00:00,868848.0,868128.0,302.76280744514577,302.80353323301813
5813,SP,20,1999-02-13 06:00:00, BEST,0, 171S, 1404E,25,17.1,140.4,36202 days 06:00:00,868854.0,868134.0,302.6925018745029,302.723796427289
5814,SP,20,1999-02-13 12:00:00, BEST,0, 168S, 1397E,20,16.8,139.7,36202 days 12:00:00,868860.0,868140.0,302.3555495664219,302.515451870384
5815,SP,20,1999-02-13 18:00:00, BEST,0, 160S, 1393E,20,16.0,139.3,36202 days 18:00:00,868866.0,868146.0,302.3349723262338,302.5077354053135
5816,SP,22,1999-02-16 18:00:00, BEST,0, 214S, 1524E,20,21.4,152.4,36205 days 18:00:00,868938.0,868218.0,301.93671699009235,302.11248091669944
5817,SP,22,1999-02-17 00:00:00, BEST,0, 214S, 1537E,30,21.4,153.7,36206 days 00:00:00,868944.0,868224.0,301.4913054785197,301.61905584468775
5818,SP,22,1999-02-17 06:00:00, BEST,0, 216S, 1554E,30,21.6,155.4,36206 days 06:00:00,868950.0,868230.0,301.19765111333464,301.1252020801722
5819,SP,22,1999-02-17 12:00:00, BEST,0, 212S, 1566E,35,21.2,156.6,36206 days 12:00:00,868956.0,868236.0,301.21522750599536,301.0917640648664
5820,SP,22,1999-02-17 18:00:00, BEST,0, 208S, 1573E,35,20.8,157.3,36206 days 18:00:00,868962.0,868242.0,300.9631563136905,300.7599560668325
5821,SP,22,1999-02-18 00:00:00, BEST,0, 207S, 1580E,35,20.7,158.0,36207 days 00:00:00,868968.0,868248.0,300.7188015864562,300.420860296232
5822,SP,22,1999-02-18 06:00:00, BEST,0, 204S, 1591E,35,20.4,159.1,36207 days 06:00:00,868974.0,868254.0,300.68664964866224,300.39556743850073
5823,SP,22,1999-02-18 12:00:00, BEST,0, 200S, 1599E,35,20.0,159.9,36207 days 12:00:00,868980.0,868260.0,300.5198882646375,300.3106863227246
5824,SP,22,1999-02-18 18:00:00, BEST,0, 199S, 1606E,45,19.9,160.6,36207 days 18:00:00,868986.0,868266.0,300.4015691335556,300.2305208244916
5825,SP,22,1999-02-19 00:00:00, BEST,0, 199S, 1614E,55,19.9,161.4,36208 days 00:00:00,868992.0,868272.0,300.53060557723546,300.4122864461536
5826,SP,22,1999-02-19 06:00:00, BEST,0, 202S, 1626E,55,20.2,162.6,36208 days 06:00:00,868998.0,868278.0,300.33340702543234,300.116059925945
5827,SP,22,1999-02-19 12:00:00, BEST,0, 202S, 1634E,65,20.2,163.4,36208 days 12:00:00,869004.0,868284.0,300.3158306327716,300.1242050835195
5828,SP,22,1999-02-19 18:00:00, BEST,0, 203S, 1644E,70,20.3,164.4,36208 days 18:00:00,869010.0,868290.0,299.9317221492595,299.7469556800701
5829,SP,22,1999-02-20 00:00:00, BEST,0, 208S, 1652E,95,20.8,165.2,36209 days 00:00:00,869016.0,868296.0,299.9857374047534,299.9548715444712
5830,SP,22,1999-02-20 06:00:00, BEST,0, 217S, 1657E,90,21.7,165.7,36209 days 06:00:00,869022.0,868302.0,299.9690183971005,299.9754487846593
5831,SP,22,1999-02-20 12:00:00, BEST,0, 226S, 1662E,90,22.6,166.2,36209 days 12:00:00,869028.0,868308.0,299.85970180860096,299.81854732822467
5832,SP,22,1999-02-20 18:00:00, BEST,0, 236S, 1654E,90,23.6,165.4,36209 days 18:00:00,869034.0,868314.0,300.0003129498867,299.99902687237494
5833,SP,22,1999-02-21 00:00:00, BEST,0, 244S, 1649E,80,24.4,164.9,36210 days 00:00:00,869040.0,868320.0,299.94758377190453,299.8644174261441
5834,SP,22,1999-02-21 06:00:00, BEST,0, 252S, 1645E,75,25.2,164.5,36210 days 06:00:00,869046.0,868326.0,299.9317221492595,299.7469556800701
5835,SP,22,1999-02-21 12:00:00, BEST,0, 256S, 1643E,70,25.6,164.3,36210 days 12:00:00,869052.0,868332.0,300.0050285674298,299.7928257779895
5836,SP,22,1999-02-21 18:00:00, BEST,0, 265S, 1631E,65,26.5,163.1,36210 days 18:00:00,869058.0,868338.0,300.3428382605186,300.1327789335979
5837,SP,22,1999-02-22 00:00:00, BEST,0, 268S, 1622E,60,26.8,162.2,36211 days 00:00:00,869064.0,868344.0,300.3839927408949,300.19022372912315
5838,SP,22,1999-02-22 06:00:00, BEST,0, 268S, 1617E,60,26.8,161.7,36211 days 06:00:00,869070.0,868350.0,300.50531271950416,300.37027458076943
5839,SP,22,1999-02-22 12:00:00, BEST,0, 271S, 1615E,55,27.1,161.5,36211 days 12:00:00,869076.0,868356.0,300.53060557723546,300.4122864461536
5840,SP,22,1999-02-22 18:00:00, BEST,0, 274S, 1615E,50,27.4,161.5,36211 days 18:00:00,869082.0,868362.0,300.53060557723546,300.4122864461536
5841,SP,22,1999-02-23 00:00:00, BEST,0, 278S, 1619E,45,27.8,161.9,36212 days 00:00:00,869088.0,868368.0,300.45429831153774,300.2909664675443
5842,SP,22,1999-02-23 06:00:00, BEST,0, 294S, 1630E,40,29.4,163.0,36212 days 06:00:00,869094.0,868374.0,300.3428382605186,300.1327789335979
5843,SP,22,1999-02-23 12:00:00, BEST,0, 313S, 1633E,30,31.3,163.3,36212 days 12:00:00,869100.0,868380.0,300.36170073069104,300.1700751814389
5844,SP,22,1999-02-23 18:00:00, BEST,0, 328S, 1627E,30,32.8,162.7,36212 days 18:00:00,869106.0,868386.0,300.33597918045587,300.121204235992
5845,SP,22,1999-02-24 00:00:00, BEST,0, 337S, 1624E,25,33.7,162.4,36213 days 00:00:00,869112.0,868392.0,300.33340702543234,300.116059925945
5846,SP,22,1999-02-24 06:00:00, BEST,0, 347S, 1625E,25,34.7,162.5,36213 days 06:00:00,869118.0,868398.0,300.33340702543234,300.116059925945
5847,SP,22,1999-02-24 12:00:00, BEST,0, 354S, 1627E,25,35.4,162.7,36213 days 12:00:00,869124.0,868404.0,300.33597918045587,300.121204235992
5848,SP,22,1999-02-24 18:00:00, BEST,0, 363S, 1629E,25,36.3,162.9,36213 days 18:00:00,869130.0,868410.0,300.3428382605186,300.1327789335979
5849,SP,22,1999-02-25 00:00:00, BEST,0, 371S, 1631E,25,37.1,163.1,36214 days 00:00:00,869136.0,868416.0,300.3428382605186,300.1327789335979
5850,SP,22,1999-02-25 06:00:00, BEST,0, 376S, 1633E,25,37.6,163.3,36214 days 06:00:00,869142.0,868422.0,300.36170073069104,300.1700751814389
