timestamp,latitude_degrees,longitude_degrees,basin,tropical_sst_126,local_sst_126,relative_sst_126,tropical_sst_245,local_sst_245,relative_sst_245,tropical_sst_370,local_sst_370,relative_sst_370,tropical_sst_585,local_sst_585,relative_sst_585,tropical_sst_scaled_126,local_sst_scaled_126,tropical_sst_scaled_245,local_sst_scaled_245,tropical_sst_scaled_370,local_sst_scaled_370,tropical_sst_scaled_585,local_sst_scaled_585,basin_numerical,future,peak_wind_126,peak_wind_245,peak_wind_370,peak_wind_585,quantile
2015-02-28 00:00:00,7.3,149.8,WP,27.64071,28.875692,1.2349815,27.698423,28.873789,1.1753654,27.687332,28.852398,1.1650658,27.672754,28.9045,1.2317448,-0.7049605673913595,-1.4136442027730183,-0.5932720344049278,-1.4482547195529556,-0.6710587937503426,-1.4859149122447783,-0.8150664876118158,-1.49536212483001,2,True,117.8641169672822,125.78097324666172,118.26568093124843,125.73940682858162,0.85
2015-06-01 00:00:00,4.4,156.1,WP,27.765518,30.120071,2.3545532,27.838305,30.184315,2.3460102,27.817223,30.243347,2.4261246,27.837772,30.171825,2.334053,-0.35777997374462245,0.5090268401720934,-0.22474638520443074,0.5529490534897686,-0.33734432319323043,0.6124666518115052,-0.4212833451103364,0.37686622976843775,2,True,100.66441694425906,96.51493616483053,95.3229476216811,99.07852459388693,0.75
2015-07-08 00:00:00,7.5,145.3,WP,27.341799,30.098497,2.7566986,27.401316,30.130117,2.7288017,27.390259,30.166784,2.7765255,27.398136,30.151743,2.7536068,-1.5364465172306119,0.4756931813105247,-1.3760142747003974,0.47018744319636313,-1.4342953452574954,0.4969639355445236,-1.4703885677938047,0.347198946461438,2,True,54.1378599787637,54.407881108904405,54.67818245796047,53.97921937079889,0.25
2015-07-13 00:00:00,21.5,126.5,WP,27.341799,29.40273,2.0609322,27.401316,29.424799,2.0234833,27.390259,29.28395,1.893692,27.398136,29.299072,1.9009361,-1.5364465172306119,-0.5993258149412548,-1.3760142747003974,-0.6068495959733607,-1.4342953452574954,-0.8348768362753376,-1.4703885677938047,-0.9124580660206129,2,True,96.52132291960197,95.10186219399667,97.13530675529424,103.16953702128724,0.75
2015-07-17 00:00:00,20.1,150.8,WP,27.341799,28.793873,1.452074,27.401316,28.87799,1.476675,27.390259,28.87611,1.4858513,27.398136,28.803898,1.4057617,-1.5364465172306119,-1.5400614936970256,-1.3760142747003974,-1.4418396945549348,-1.4342953452574954,-1.4501430588936475,-1.4703885677938047,-1.6439821843485316,2,True,117.74951525891206,122.54321366267155,116.59471948527587,118.38297947911263,0.75
2015-07-25 00:00:00,14.7,126.3,WP,27.341799,29.72973,2.3879318,27.401316,29.810852,2.4095364,27.390259,29.801493,2.411234,27.398136,29.708233,2.3100967,-1.5364465172306119,-0.09408309464216942,-1.3760142747003974,-0.017337659396397087,-1.4342953452574954,-0.05411299101114631,-1.4703885677938047,-0.3080015723857066,2,True,136.26351281540937,135.75733510439662,125.18990533904523,131.7133099337963,0.95
2015-08-03 00:00:00,21.8,131.8,WP,27.120617,29.60531,2.4846935,27.171412,29.536814,2.3654022,27.16596,29.493567,2.3276062,27.160334,29.446186,2.2858524,-2.15171235006162,-0.2863225419192709,-1.9817070790196913,-0.4358000779650349,-2.010561768885707,-0.5186492475479422,-2.037856473435236,-0.6951254937456244,2,True,44.477310526445635,45.87100461172142,43.93760115231895,46.57424961139235,0.15
2015-08-03 00:00:00,5.4,133.7,WP,27.120617,30.10416,2.9835434,27.171412,30.146433,2.9750214,27.16596,30.113668,2.9477081,27.160334,30.161793,3.0014591,-2.15171235006162,0.48444299637185406,-1.9817070790196913,0.4951023558047086,-2.010561768885707,0.41683329440928996,-2.037856473435236,0.3620458838797907,2,True,60.5294137080119,59.64846258636853,59.068505584580244,59.302303078100906,0.35
2015-08-09 00:00:00,7.6,176.7,WP,27.120617,29.898546,2.7779293,27.171412,30.025373,2.853962,27.16596,30.019754,2.853794,27.160334,30.0083,2.8479671,-2.15171235006162,0.16675193615296746,-1.9817070790196913,0.31024091180088764,-2.010561768885707,0.2751549106534619,-2.037856473435236,0.13528956893896535,2,True,65.47544400935631,66.47615976209883,61.09376145020704,63.07025451824833,0.45
2015-08-10 00:00:00,14.7,119.6,WP,27.120617,29.388437,2.2678204,27.171412,29.456732,2.2853203,27.16596,29.435623,2.2696629,27.160334,29.50343,2.3430958,-2.15171235006162,-0.6214097115811144,-1.9817070790196913,-0.558087160062459,-2.010561768885707,-0.6060633952612483,-2.037856473435236,-0.6105585200564484,2,True,53.65782449810286,51.63166521165425,51.02804606319432,51.071813990300434,0.25
2015-08-17 00:00:00,12.9,117.1,WP,27.120617,29.16596,2.0453434,27.171412,29.163961,1.9925499,27.16596,29.166653,2.0006924,27.160334,29.276087,2.1157532,-2.15171235006162,-0.9651555363027648,-1.9817070790196913,-1.0051553066215404,-2.010561768885707,-1.0118307449514368,-2.037856473435236,-0.946413972146068,2,True,48.328146312088855,44.00602185132208,42.565870202676955,45.64800314226071,0.15
2015-08-29 00:00:00,17.2,126.7,WP,27.120617,29.662945,2.542328,27.171412,29.773846,2.6024342,27.16596,29.694632,2.5286713,27.160334,29.708374,2.5480404,-2.15171235006162,-0.1972715811105913,-1.9817070790196913,-0.07384668464673336,-2.010561768885707,-0.21532318082876223,-2.037856473435236,-0.307793272069689,2,True,67.68287217969053,70.43516252923293,66.67153123103948,73.40707133122112,0.45
2015-09-10 00:00:00,12.3,129.5,WP,27.187016,29.622803,2.4357872,27.215982,29.670687,2.4547043,27.222721,29.650541,2.4278202,27.197638,29.579252,2.3816147,-1.9670090919567742,-0.2592943740104246,-1.864285336516251,-0.23137288406842352,-1.864732057332996,-0.28183873354910044,-1.9488377824568204,-0.4985461330978062,2,True,45.10638463282613,40.83268628536301,40.29810122538391,36.64104576696438,0.05
2015-09-11 00:00:00,20.5,144.8,WP,27.187016,29.35325,2.166235,27.215982,29.233444,2.0174618,27.222721,29.44464,2.221918,27.197638,29.419891,2.2222538,-1.9670090919567742,-0.6757766094378852,-1.864285336516251,-0.8990531447702504,-1.864732057332996,-0.5924603756227887,-1.9488377824568204,-0.7339712867223022,2,True,44.05398060827502,41.7265945091027,45.23111729690526,39.23056127003789,0.05
2015-09-15 00:00:00,21.5,138.3,WP,27.187016,29.435907,2.2488918,27.215982,29.281263,2.065281,27.222721,29.500677,2.277956,27.197638,29.3106,2.1129627,-1.9670090919567742,-0.5480645374753108,-1.864285336516251,-0.8260324162817422,-1.864732057332996,-0.5079231224919969,-1.9488377824568204,-0.8954276685520751,2,True,66.16503938107226,61.260932637699504,60.722640693819116,64.94435676026575,0.35
2015-09-27 00:00:00,10.9,162.2,WP,27.187016,30.01142,2.8244038,27.215982,30.032932,2.8169498,27.222721,30.08338,2.8606586,27.197638,30.01128,2.8136425,-1.9670090919567742,0.3411518346576751,-1.864285336516251,0.3217836811320043,-1.864732057332996,0.3711409068291978,-1.9488377824568204,0.13969194441226937,2,True,50.46388605946134,50.949437187633684,46.32069479764891,51.686667949582926,0.15
2015-10-08 00:00:00,17.0,144.7,WP,27.435207,29.323013,1.8878059,27.448893,29.310448,1.8615551,27.453568,29.289322,1.8357544,27.433004,29.332113,1.8991089,-1.2766118520540781,-0.7224953376754485,-1.2506704505342274,-0.781466240474276,-1.2716425870486834,-0.8267726528997389,-1.3871829137879303,-0.8636463586335663,2,True,86.09545294489352,78.8640768450827,82.55121220596628,81.175904448104,0.55
2015-10-27 00:00:00,5.8,182.0,WP,27.435207,29.910563,2.4753551,27.448893,30.065716,2.6168232,27.453568,29.955912,2.5023441,27.433004,30.041784,2.60878,-1.2766118520540781,0.18531921985276614,-1.2506704505342274,0.3718456138944458,-1.2716425870486834,0.17884305751400378,-1.3871829137879303,0.18475572341818502,2,True,111.24820201735444,112.27247330578318,109.80894685749188,116.00709220119296,0.85
2016-01-17 00:00:00,9.7,146.4,WP,27.599728,28.364197,0.76446915,27.59393,28.36517,0.77124023,27.61824,28.356766,0.7385254,27.612492,28.235708,0.6232166,-0.8189609126322918,-2.203947338000478,-0.868563713548111,-2.2249277972646637,-0.848569169370924,-2.233623887452601,-0.9588699498609329,-2.4833733656156056,2,True,44.765591355703094,50.3526260987272,49.38668081426083,48.11762573159263,0.15
2016-06-03 00:00:00,11.8,193.3,WP,27.855099,28.150188,0.29508972,27.88429,28.190628,0.30633736,27.889978,28.1185,0.22852135,27.896305,28.224766,0.3284607,-0.10859094131506973,-2.5346093848765845,-0.10359675924479704,-2.491457502859532,-0.15042300989682414,-2.5930712731881194,-0.28160580278138225,-2.4995380610615383,2,True,47.35039897458594,49.94004688234865,44.38509845451364,43.41373631522701,0.15
2016-06-17 00:00:00,17.4,132.4,WP,27.855099,29.382624,1.527525,27.88429,29.39917,1.5148792,27.889978,29.507656,1.6176777,27.896305,29.256351,1.3600464,-0.10859094131506973,-0.6303912893581739,-0.10359675924479704,-0.6459856768289173,-0.15042300989682414,-0.49739462365016207,-0.28160580278138225,-0.9755701071598635,2,True,61.93993070200254,70.01678602976976,70.32518164162069,68.32265307800587,0.55
